time,x,y,z
65.4,-931527.766927248,2855764.6405926,1656986.83693366
65.45,-931763.016470516,2855603.33325175,1657019.01709757
65.5,-931998.173691594,2855442.10630283,1657051.15889787
65.55,-932233.237211528,2855280.96074831,1657083.26200356
65.6,-932468.207034654,2855119.89656047,1657115.3262632
65.65,-932703.082712474,2854958.91405523,1657147.35140125
65.7,-932937.863804125,2854798.01355584,1657179.33714352
65.75,-933172.549096446,2854637.19596371,1657211.28310776
65.8,-933407.139137301,2854476.46099936,1657243.18909381
65.85,-933641.633294962,2854315.80917799,1657275.05482054
65.9,-933876.030776022,2854155.24114759,1657306.87990312
65.95,-934110.331678558,2853994.75699456,1657338.66414437
66,-934344.535366308,2853834.35739983,1657370.40721295
66.05,-934578.6424632,2853674.04210705,1657402.10898223
66.1,-934812.65097981,2853513.8127072,1657433.76910039
66.15,-935046.561831864,2853353.66880928,1657465.38749784
66.2,-935280.37351415,2853193.61168737,1657496.96387897
66.25,-935514.086280217,2853033.64149892,1657528.49820166
66.3,-935747.699750049,2852873.75871396,1657559.99038485
66.35,-935981.213528998,2852713.96372293,1657591.44047185
66.4,-936214.625708588,2852554.25808427,1657622.84819971
66.45,-936447.937144529,2852394.64149873,1657654.21367513
66.5,-936681.146283723,2852235.11522645,1657685.53669953
66.55,-936914.253007762,2852075.67949642,1657716.8173103
66.6,-937147.256417451,2851916.33499671,1657748.0555057
66.65,-937380.155445412,2851757.08249866,1657779.25112924
66.7,-937612.951049969,2851597.92144529,1657810.40430347
66.75,-937845.64113892,2851438.85327596,1657841.51475318
66.8,-938078.226581338,2851279.87740039,1657872.58248462
66.85,-938310.705361772,2851120.99523097,1657903.60709581
66.9,-938543.077635953,2850962.2066955,1657934.5884496
66.95,-938775.342963465,2850803.51225236,1657965.52621195
67,-939007.501211047,2850644.91201422,1657996.42005967
67.05,-939239.551244256,2850486.40677919,1658027.26963006
67.1,-939471.49268657,2850327.99687195,1658058.0745827
67.15,-939703.325865812,2850169.68219509,1658088.8346735
67.2,-939935.049612813,2850011.46368936,1658119.54942643
67.25,-940166.664704521,2849853.34093207,1658150.21872616
67.3,-940398.169778569,2849695.3149937,1658180.84219802
67.35,-940629.565608344,2849537.38545942,1658211.41975678
67.4,-940860.849510905,2849379.55438112,1658241.95091324
67.45,-941092.02402523,2849221.82024467,1658272.43590877
67.5,-941323.086849723,2849064.1848169,1658302.87440404
67.55,-941554.037496191,2848906.64859521,1658333.2663006
67.6,-941784.875343082,2848749.21223623,1658363.61163667
67.65,-942015.600504297,2848591.87582859,1658393.91044639
67.7,-942246.211679052,2848434.64049475,1658424.16270336
67.75,-942476.708876824,2848277.50631086,1658454.36856036
67.8,-942707.09186741,2848120.47353886,1658484.52812387
67.85,-942937.358893164,2847963.54352917,1658514.64124888
67.9,-943167.510248302,2847806.71624135,1658544.7079862
67.95,-943397.544625005,2847649.99277841,1658574.72810951
68,-943627.462038837,2847493.37317092,1658604.70164191
68.05,-943857.261405695,2847336.85821951,1658634.62833191
68.1,-944086.943431633,2847180.44752541,1658664.50814382
68.15,-944316.505940976,2847024.14272005,1658694.34054963
68.2,-944545.950421119,2846867.94289495,1658724.12543936
68.25,-944775.274483552,2846711.84979409,1658753.86224485
68.3,-945004.478927278,2846555.86293933,1658783.55068644
68.35,-945233.563018313,2846399.98295177,1658813.19034821
68.4,-945462.526060413,2846244.21040891,1658842.78089165
68.45,-945691.368342694,2846088.54512858,1658872.32206623
68.5,-945920.089534858,2845932.98739864,1658901.81361687
68.55,-946148.689212795,2845777.53757072,1658931.25535977
68.6,-946377.166870754,2845622.19610435,1658960.64705813
68.65,-946605.521668127,2845466.96378195,1658989.98849557
68.7,-946833.753262116,2845311.84088086,1659019.27964441
68.75,-947061.86170613,2845156.82757774,1659048.52053041
68.8,-947289.844814726,2845001.92554891,1659077.71080905
68.85,-947517.703238204,2844847.13461898,1659106.85064076
68.9,-947745.434537722,2844692.45662231,1659135.93985155
68.95,-947973.039824345,2844537.89098689,1659164.97871338
69,-948200.517630025,2844383.43888202,1659193.96714437
69.05,-948427.867938161,2844229.1005119,1659222.90523199
69.1,-948655.0896873,2844074.87682198,1659251.79288988
69.15,-948882.182396,2843920.7683623,1659280.62997462
69.2,-949109.145889661,2843766.77541327,1659309.41642666
69.25,-949335.979659853,2843612.89840632,1659338.1520825
69.3,-949562.684231326,2843459.13718419,1659366.83680624
69.35,-949789.25769685,2843305.49329336,1659395.47004606
69.4,-950015.70032581,2843151.96674441,1659424.05147586
69.45,-950242.01181938,2842998.55778873,1659452.58078225
69.5,-950468.192438948,2842845.26628556,1659481.05769967
69.55,-950694.240895236,2842692.0931721,1659509.48177171
69.6,-950920.15747231,2842539.0383982,1659537.85269765
69.65,-951145.940770534,2842386.10299271,1659566.17004721
69.7,-951371.591126256,2842233.28670188,1659594.43367447
69.75,-951597.107927707,2842080.59002456,1659622.64331609
69.8,-951822.490197435,2841928.0137777,1659650.79873613
69.85,-952047.736468955,2841775.55904934,1659678.89967165
69.9,-952272.846230371,2841623.22621334,1659706.94619102
69.95,-952497.819996046,2841471.01507239,1659734.93840805
70,-952722.65587754,2841318.92699217,1659762.87616431
70.05,-952947.353579558,2841166.96237465,1659790.75960119
70.1,-953171.911972381,2841015.12224621,1659818.58865206
70.15,-953396.330438224,2840863.40716859,1659846.36334964
70.2,-953620.609419989,2840711.81710964,1659874.08384413
70.25,-953844.747878791,2840560.35302889,1659901.74997162
70.3,-954068.744473626,2840409.01616026,1659929.36150326
70.35,-954292.599135794,2840257.80683603,1659956.91827507
70.4,-954516.31212632,2840106.72507272,1659984.42023439
70.45,-954739.882960751,2839955.77135713,1660011.86723567
70.5,-954963.311131779,2839804.94622093,1660039.2588695
70.55,-955186.596003131,2839654.25032576,1660066.59456714
70.6,-955409.737919486,2839503.68365783,1660093.8741086
70.65,-955632.73495969,2839353.247514,1660121.09695571
70.7,-955855.588570218,2839202.9409174,1660148.26304053
70.75,-956078.296557743,2839052.76536018,1660175.37185952
70.8,-956300.859098086,2838902.72073529,1660202.42328071
70.85,-956523.275634422,2838752.80731087,1660229.41724699
70.9,-956745.545494525,2838603.02537517,1660256.35363533
70.95,-956967.667381263,2838453.37593059,1660283.2321264
71,-957189.641345253,2838303.85895329,1660310.05284375
71.05,-957411.466108666,2838154.47537387,1660336.8156958
71.1,-957633.14142854,2838005.22544136,1660363.52080253
71.15,-957854.666008909,2837856.11020721,1660390.16817232
71.2,-958076.039750578,2837707.1298831,1660416.75799403
71.25,-958297.262892827,2837558.28459679,1660443.29039407
71.3,-958518.333340735,2837409.57616011,1660469.76501303
71.35,-958739.252331174,2837261.00406602,1660496.18220405
71.4,-958960.01772464,2837112.56997411,1660522.54160285
71.45,-959180.630910138,2836964.2734688,1660548.84306291
71.5,-959401.090427681,2836816.11589778,1660575.08635808
71.55,-959621.39694734,2836668.09713774,1660601.27135782
71.6,-959841.549332319,2836520.21814813,1660627.39768276
71.65,-960061.547501619,2836372.47909012,1660653.4650931
71.7,-960281.391160607,2836224.88028046,1660679.47331725
71.75,-960501.079601856,2836077.42225344,1660705.42203488
71.8,-960720.613391864,2835930.10460133,1660731.31112431
71.85,-960939.990326849,2835782.92869734,1660757.14021676
71.9,-961159.210273099,2835635.89453929,1660782.90916852
71.95,-961378.272603253,2835489.00251228,1660808.61781915
72,-961597.177627608,2835342.25232784,1660834.26622345
72.05,-961815.922819935,2835195.64562737,1660859.85420139
72.1,-962034.508755272,2835049.18192452,1660885.38196557
72.15,-962252.933692688,2834902.86254237,1660910.84934996
72.2,-962471.197911086,2834756.68755075,1660936.25651015
72.25,-962689.300467286,2834610.65791027,1660961.60338243
72.3,-962907.240998692,2834464.77415441,1660986.89002827
72.35,-963125.018179726,2834319.0375444,1661012.11634436
72.4,-963342.632085527,2834173.44851576,1661037.28228383
72.45,-963560.083055489,2834028.00736322,1661062.38782351
72.5,-963777.369409136,2833882.71574669,1661087.43262668
72.55,-963994.491466558,2833737.57390193,1661112.41655027
72.6,-964211.44825954,2833592.58283219,1661137.33924169
72.65,-964428.239767566,2833447.74282127,1661162.20055681
72.7,-964644.866280277,2833303.05383658,1661187.0003195
72.75,-964861.327167141,2833158.51632477,1661211.73828499
72.8,-965077.621010337,2833014.13120148,1661236.41418178
72.85,-965293.748045694,2832869.8982338,1661261.02782992
72.9,-965509.706896885,2832725.81822587,1661285.57895233
72.95,-965725.497150609,2832581.89137967,1661310.06740369
73,-965941.117573072,2832438.11830033,1661334.49306645
73.05,-966156.567496894,2832294.49931378,1661358.85589149
73.1,-966371.847068916,2832151.03422956,1661383.15590768
73.15,-966586.953860386,2832007.72477103,1661407.39294658
73.2,-966801.888336443,2831864.5708011,1661431.56726872
73.25,-967016.649323749,2831721.57337717,1661455.67860452
73.3,-967231.236220098,2831578.73335778,1661479.72688511
73.35,-967445.647881317,2831436.05188085,1661503.71236173
73.4,-967659.885224684,2831293.52882951,1661527.63478483
73.45,-967873.946331963,2831151.16627643,1661551.49407225
73.5,-968087.832351067,2831008.963871,1661575.29030575
73.55,-968301.541526313,2830866.92351154,1661599.02299507
73.6,-968515.073683915,2830725.0458664,1661622.69226748
73.65,-968728.427706284,2830583.33208871,1661646.29760769
73.7,-968941.6037342,2830441.7824869,1661669.83912718
73.75,-969154.601970884,2830300.39688704,1661693.31686116
73.8,-969367.420617205,2830159.17661845,1661716.73041855
73.85,-969580.05927827,2830018.12189088,1661740.08004626
73.9,-969792.517575842,2829877.23284136,1661763.3655378
73.95,-970004.794408452,2829736.51033854,1661786.58693151
74,-970216.888996536,2829595.95462468,1661809.74422934
74.05,-970428.801027455,2829455.56614721,1661832.83742824
74.1,-970640.528436291,2829315.34640025,1661855.8665802
74.15,-970852.071271604,2829175.29561778,1661878.8315247
74.2,-971063.428029012,2829035.41534663,1661901.73248279
74.25,-971274.598753881,2828895.70594253,1661924.56956246
74.3,-971485.583277362,2828756.16830448,1661947.34287192
74.35,-971696.381209504,2828616.80329527,1661970.05277464
74.4,-971906.9924385,2828477.6116922,1661992.69927464
74.45,-972117.417023,2828338.59424696,1662015.28274224
74.5,-972327.655332234,2828199.75134655,1662037.80347242
74.55,-972537.706721993,2828061.08423032,1662060.2615318
74.6,-972747.571017366,2827922.59340904,1662082.65743158
74.65,-972957.24773799,2827784.27966099,1662104.99107038
74.7,-973166.737653207,2827646.1428299,1662127.26302
74.75,-973376.039186363,2827508.18398615,1662149.47339278
74.8,-973585.152829364,2827370.40314231,1662171.6224396
74.85,-973794.076587404,2827232.80151609,1662193.7104331
74.9,-974002.810744602,2827095.37890406,1662215.73740749
74.95,-974211.354784991,2826958.13575154,1662237.70384736
75,-974419.708310619,2826821.07230226,1662259.60997533
75.05,-974627.870913766,2826684.18923504,1662281.45597742
75.1,-974835.841822163,2826547.48729867,1662303.24230131
75.15,-975043.621606567,2826410.96658593,1662324.96907128
75.2,-975251.209034862,2826274.62862317,1662346.6366877
75.25,-975458.605768656,2826138.47291097,1662368.24570744
75.3,-975665.80998797,2826002.50164235,1662389.79632483
75.35,-975872.823001426,2825866.71462588,1662411.28944198
75.4,-976079.644407492,2825731.11286877,1662432.72529358
75.45,-976286.274867723,2825595.69678504,1662454.10471645
75.5,-976492.713128259,2825460.46776383,1662475.42823828
75.55,-976698.960269584,2825325.42589759,1662496.6965639
75.6,-976905.014796499,2825190.57235419,1662517.91041567
75.65,-977110.87742481,2825055.90698543,1662539.07024516
75.7,-977316.546868471,2824921.43084383,1662560.17679778
75.75,-977522.023416085,2824787.1437795,1662581.23070015
75.8,-977727.306564187,2824653.04637401,1662602.23250354
75.85,-977932.394904197,2824519.13931388,1662623.18283078
75.9,-978137.289469314,2824385.42209158,1662644.08205181
75.95,-978341.988537014,2824251.89608209,1662664.9307558
76,-978546.493118459,2824118.56088317,1662685.72954106
76.05,-978750.80217421,2823985.41774788,1662706.47880063
76.1,-978954.916321663,2823852.46656899,1662727.17935926
76.15,-979158.834834325,2823719.70859388,1662747.83145842
76.2,-979362.558587363,2823587.14410336,1662768.43610078
76.25,-979566.086824957,2823454.77423555,1662788.9939806
76.3,-979769.41961117,2823322.59990771,1662809.50589
76.35,-979972.557488544,2823190.62114305,1662829.97302993
76.4,-980175.499622687,2823058.83917787,1662850.39601838
76.45,-980378.245934813,2822927.254586,1662870.77613393
76.5,-980580.796111469,2822795.86774328,1662891.11440009
76.55,-980783.150442851,2822664.67878246,1662911.41195875
76.6,-980985.307241981,2822533.68876783,1662931.66974561
76.65,-981187.26599864,2822402.89808404,1662951.88875221
76.7,-981389.026462812,2822272.30701394,1662972.0698687
76.75,-981590.588355104,2822141.91549936,1662992.21409992
76.8,-981791.950572946,2822011.72432946,1663012.3221417
76.85,-981993.113978174,2821881.73286318,1663032.39492401
76.9,-982194.076746797,2821751.94241506,1663052.43311304
76.95,-982394.840143978,2821622.35282274,1663072.43743371
77,-982595.403769878,2821492.96447446,1663092.40876065
77.05,-982795.767650322,2821363.77783406,1663112.34799217
77.1,-982995.931419657,2821234.79344956,1663132.25600428
77.15,-983195.894790591,2821106.01241672,1663152.1337529
77.2,-983395.658376347,2820977.43474915,1663171.98246733
77.25,-983595.220917153,2820849.06148246,1663191.803186
77.3,-983794.583050272,2820720.89258088,1663211.59703566
77.35,-983993.743574827,2820592.92868325,1663231.36539534
77.4,-984192.702114703,2820465.16990608,1663251.10958279
77.45,-984391.45843306,2820337.61618589,1663270.83100044
77.5,-984590.011617373,2820210.26754327,1663290.53084607
77.55,-984788.360703101,2820083.1242845,1663310.21030742
77.6,-984986.505111201,2819956.18639487,1663329.87052188
77.65,-985184.443932638,2819829.45411731,1663349.51263342
77.7,-985382.176310638,2819702.92781336,1663369.13766107
77.75,-985579.701905492,2819576.60716837,1663388.74662927
77.8,-985777.019874902,2819450.49293506,1663408.34028631
77.85,-985974.130568792,2819324.5846852,1663427.9198516
77.9,-986171.033124452,2819198.88297319,1663447.48613471
77.95,-986367.727770269,2819073.38797101,1663467.04005285
78,-986564.21539508,2818948.0988749,1663486.58274278
78.05,-986760.495172936,2818823.01626433,1663506.11531228
78.1,-986956.56647394,2818698.14048853,1663525.63890218
78.15,-987152.429512645,2818573.47107656,1663545.15486276
78.2,-987348.083229006,2818449.00863743,1663564.6641837
78.25,-987543.527427252,2818324.75244734,1663584.16841492
78.3,-987738.760370176,2818200.70327624,1663603.66869836
78.35,-987933.781627541,2818076.86038732,1663623.16649145
78.4,-988128.589628045,2817953.22391027,1663642.66299866
78.45,-988323.18389746,2817829.79317144,1663662.15952506
78.5,-988517.563535385,2817706.56758792,1663681.6574112
78.55,-988711.726978738,2817583.54770284,1663701.15767285
78.6,-988905.674435296,2817460.73245242,1663720.66158418
78.65,-989099.404277242,2817338.12220778,1663740.17000642
78.7,-989292.917670698,2817215.71571565,1663759.68410657
78.75,-989486.213051917,2817093.51363791,1663779.20472398
78.8,-989679.291182303,2816971.51520882,1663798.73292066
78.85,-989872.151531284,2816849.7204668,1663818.26958298
78.9,-990064.793721271,2816728.12935806,1663837.81563288
78.95,-990257.217666755,2816606.74154206,1663857.37202692
79,-990449.422910201,2816485.55680274,1663876.93979738
79.05,-990641.408383914,2816364.57512597,1663896.51990636
79.1,-990833.173258893,2816243.79602132,1663916.11327617
79.15,-991024.716668849,2816123.21891367,1663935.72092178
79.2,-991216.037702503,2816002.84314431,1663955.34388315
79.25,-991407.135605523,2815882.66770501,1663974.98324557
79.3,-991598.008311278,2815762.69250485,1663994.63991118
79.35,-991788.656064252,2815642.91592121,1664014.31500863
79.4,-991979.07617878,2815523.33820351,1664034.00935592
79.45,-992169.269163017,2815403.95784046,1664053.72409233
79.5,-992359.233709045,2815284.77456415,1664073.46017697
79.55,-992548.969290354,2815165.78771363,1664093.21854807
79.6,-992738.475070417,2815046.99705325,1664113.00003084
79.65,-992927.751272173,2814928.40181745,1664132.80565694
79.7,-993116.796961894,2814810.00201017,1664152.63618077
79.75,-993305.61223515,2814691.79688228,1664172.49242529
79.8,-993494.196595955,2814573.78611023,1664192.37502251
79.85,-993682.549927198,2814455.96893396,1664212.28466402
79.9,-993870.671565629,2814338.3448441,1664232.22197955
79.95,-994058.561109599,2814220.91300124,1664252.1875579
80,-994246.217422604,2814103.67279959,1664272.18198041
80.05,-994433.639258341,2813986.6235994,1664292.2057434
80.1,-994620.826377003,2813869.76408482,1664312.2594743
80.15,-994807.776263876,2813753.0938886,1664332.34376514
80.2,-994994.488741344,2813636.61193474,1664352.4592606
80.25,-995180.961647704,2813520.31729762,1664372.60643713
80.3,-995367.195074321,2813404.20850006,1664392.78617322
80.35,-995553.187159062,2813288.28538576,1664412.99888967
80.4,-995738.937861862,2813172.54620011,1664433.24547328
80.45,-995924.446195133,2813056.99079477,1664453.52651535
80.5,-996109.712310209,2812941.61767192,1664473.84264286
80.55,-996294.735706388,2812826.42638743,1664494.19451689
80.6,-996479.516470232,2812711.41632117,1664514.58259698
80.65,-996664.054522505,2812596.58639007,1664535.0074458
80.7,-996848.34957645,2812481.93641879,1664555.46930296
80.75,-997032.401666417,2812367.46521068,1664575.96841078
80.8,-997216.209564626,2812253.17279528,1664596.50498412
80.85,-997399.773524286,2812139.05821269,1664617.07914414
80.9,-997583.092102631,2812025.12082895,1664637.69093454
80.95,-997766.165296906,2811911.35974526,1664658.34042156
81,-997948.99171408,2811797.77393978,1664679.02749009
81.05,-998131.570694166,2811684.36248902,1664699.75238201
81.1,-998313.902008142,2811571.12418562,1664720.51527079
81.15,-998495.98351398,2811458.05839742,1664741.31621199
81.2,-998677.816281111,2811345.16335253,1664762.15567873
81.25,-998859.398349419,2811232.43848282,1664783.03374627
81.3,-999040.730139838,2811119.88246481,1664803.9510864
81.35,-999221.811281767,2811007.49450799,1664824.9080187
81.4,-999402.641579877,2810895.27350589,1664845.90493459
81.45,-999583.220839021,2810783.2191287,1664866.94214797
81.5,-999763.54922751,2810671.33019876,1664888.01987354
81.55,-999943.626464913,2810559.60649103,1664909.13847082
81.6,-1000123.45214794,2810448.04790288,1664930.29797691
81.65,-1000303.02534147,2810336.65412582,1664951.49822614
81.7,-1000482.34697002,2810225.42438436,1664972.73919113
81.75,-1000661.41611125,2810114.35815207,1664994.02055642
81.8,-1000840.23161312,2810003.45560947,1665015.34211535
81.85,-1001018.79412962,2809892.71555109,1665036.7036311
81.9,-1001197.10132482,2809782.13818103,1665058.10468259
81.95,-1001375.1541282,2809671.72213989,1665079.54532205
82,-1001552.95097364,2809561.46685974,1665101.02518544
82.05,-1001730.49141243,2809451.3716072,1665122.54451707
82.1,-1001907.77489191,2809341.43570339,1665144.10327004
82.15,-1002084.80151319,2809231.65762373,1665165.70160562
82.2,-1002261.5706634,2809122.03717528,1665187.33980482
82.25,-1002438.08252369,2809012.57291755,1665209.01801989
82.3,-1002614.33623307,2808903.26474318,1665230.73653826
82.35,-1002790.33258414,2808794.11178424,1665252.4955333
82.4,-1002966.07098277,2808685.11361791,1665274.29492023
82.45,-1003141.55235204,2808576.26963364,1665296.13480839
82.5,-1003316.77591193,2808467.57971675,1665318.01481822
82.55,-1003491.7421227,2808359.04346231,1665339.93488245
82.6,-1003666.45096456,2808250.6608634,1665361.89458201
82.65,-1003840.90170286,2808142.43179542,1665383.89337647
82.7,-1004015.09528413,2808034.35572411,1665405.93119228
82.75,-1004189.03011402,2807926.43286579,1665428.00729228
82.8,-1004362.70697647,2807818.66236396,1665450.12165274
82.85,-1004536.12473061,2807711.04442162,1665472.27385891
82.9,-1004709.283401,2807603.57808092,1665494.46381535
82.95,-1004882.18297335,2807496.26281846,1665516.69168178
83,-1005054.82253404,2807389.09804552,1665538.9572515
83.05,-1005227.2018678,2807282.08325141,1665561.26084976
83.1,-1005399.3214332,2807175.21753267,1665583.60259569
83.15,-1005571.18082054,2807068.50023143,1665605.98264844
83.2,-1005742.78008722,2806961.93110239,1665628.40131063
83.25,-1005914.11846337,2806855.50978447,1665650.85824878
83.3,-1006085.19668656,2806749.23576027,1665673.35374263
83.35,-1006256.01497376,2806643.1089259,1665695.8875315
83.4,-1006426.5727014,2806537.1293871,1665718.45937054
83.45,-1006596.87033591,2806431.29722108,1665741.06914858
83.5,-1006766.90720981,2806325.61264089,1665763.71614651
83.55,-1006936.68429249,2806220.07530395,1665786.40035869
83.6,-1007106.20055531,2806114.6861362,1665809.12122103
83.65,-1007275.45627984,2806009.44460136,1665831.87845771
83.7,-1007444.45141479,2805904.35104078,1665854.67187721
83.75,-1007613.18621919,2805799.40476545,1665877.50116387
83.8,-1007781.66107635,2805694.60532658,1665900.36639827
83.85,-1007949.87602861,2805589.95250243,1665923.26767337
83.9,-1008117.83003355,2805485.44615881,1665946.20477503
83.95,-1008285.52482236,2805381.08489697,1665969.17811584
84,-1008452.96008429,2805276.86845683,1665992.18775958
84.05,-1008620.13622841,2805172.79601039,1666015.23373654
84.1,-1008787.05314383,2805068.8674538,1666038.3162161
84.15,-1008953.71034078,2804965.08274919,1666061.43507969
84.2,-1009120.10916039,2804861.44098343,1666084.5904216
84.25,-1009286.24847338,2804757.9429963,1666107.78184755
84.3,-1009452.12935295,2804654.58819288,1666131.00915036
84.35,-1009617.75100732,2804551.37752646,1666154.27187125
84.4,-1009783.11398904,2804448.31091236,1666177.56953561
84.45,-1009948.21934982,2804345.38831127,1666200.90189478
84.5,-1010113.06679575,2804242.61014035,1666224.26835964
84.55,-1010277.65674016,2804139.97659248,1666247.66878781
84.6,-1010441.98926458,2804037.48802578,1666271.10293018
84.65,-1010606.06518967,2803935.14392016,1666294.57062756
84.7,-1010769.88481258,2803832.94441043,1666318.07187988
84.75,-1010933.44901257,2803730.88862825,1666341.60676692
84.8,-1011096.75711527,2803628.97706647,1666365.17550207
84.85,-1011259.8102347,2803527.20889763,1666388.77839887
84.9,-1011422.6078554,2803425.58391644,1666412.41544488
84.95,-1011585.15116648,2803324.10143581,1666436.08698415
85,-1011747.43958006,2803222.76151772,1666459.79296413
85.05,-1011909.47324188,2803121.56379015,1666483.53330814
85.1,-1012071.25231269,2803020.50832065,1666507.30777922
85.15,-1012232.77743923,2802919.59487293,1666531.11621022
85.2,-1012394.04832317,2802818.82369427,1666554.95805251
85.25,-1012555.06545048,2802718.19508781,1666578.83303029
85.3,-1012715.82945155,2802617.70912182,1666602.74074687
85.35,-1012876.33994924,2802517.36659448,1666626.68072869
85.4,-1013036.59813144,2802417.16740939,1666650.65260857
85.45,-1013196.60453455,2802317.11184819,1666674.65615218
85.5,-1013356.3594578,2802217.20020968,1666698.69120544
85.55,-1013515.86318202,2802117.43275516,1666722.75768829
85.6,-1013675.11712302,2802017.8089735,1666746.85578205
85.65,-1013834.12081443,2801918.32929499,1666770.98536129
85.7,-1013992.8757228,2801818.99287666,1666795.1468659
85.75,-1014151.38132062,2801719.79998881,1666819.34038143
85.8,-1014309.63876276,2801620.74974575,1666843.56613765
85.85,-1014467.64800727,2801521.84200907,1666867.82411181
85.9,-1014625.40945416,2801423.07633756,1666892.11441142
85.95,-1014782.92326945,2801324.45241693,1666916.43694215
86,-1014940.18918173,2801225.97022872,1666940.79143726
86.05,-1015097.20808555,2801127.62924417,1666965.17766376
86.1,-1015253.97984027,2801029.42963904,1666989.5951436
86.15,-1015410.50429,2800931.37172863,1667014.04342954
86.2,-1015566.78190654,2800833.45553516,1667038.52208332
86.25,-1015722.81374432,2800735.68081666,1667063.03077461
86.3,-1015878.59951785,2800638.04831034,1667087.56897744
86.35,-1016034.14078759,2800540.55763667,1667112.13655049
86.4,-1016189.4369219,2800443.20970286,1667136.733202
86.45,-1016344.48977947,2800346.00389503,1667161.35906611
86.5,-1016499.29957715,2800248.94054402,1667186.0140332
86.55,-1016653.86743075,2800152.01931854,1667210.69827598
86.6,-1016808.19369705,2800055.24027195,1667235.41193094
86.65,-1016962.27888421,2799958.6031593,1667260.15519869
86.7,-1017116.12360966,2799862.1076277,1667284.92823806
86.75,-1017269.72815945,2799765.75344044,1667309.73105763
86.8,-1017423.09358408,2799669.53976526,1667334.56377555
86.85,-1017576.21890666,2799573.46701448,1667359.4261408
86.9,-1017729.10486357,2799477.5345513,1667384.31813528
86.95,-1017881.75136914,2799381.74213956,1667409.23924998
87,-1018034.15935858,2799286.08928627,1667434.18927919
87.05,-1018186.32795131,2799190.57639334,1667459.16763079
87.1,-1018338.25755806,2799095.20333587,1667484.17398924
87.15,-1018489.94805692,2798999.97046775,1667509.20785259
87.2,-1018641.40038303,2798904.87755242,1667534.26890533
87.25,-1018792.61539654,2798809.9244631,1667559.35685887
87.3,-1018943.5929618,2798715.11179678,1667584.47141304
87.35,-1019094.33438742,2798620.43929021,1667609.61259858
87.4,-1019244.83968297,2798525.90748093,1667634.78029205
87.45,-1019395.11061736,2798431.51570833,1667659.97465995
87.5,-1019545.14760854,2798337.2641892,1667685.19578979
87.55,-1019694.95122735,2798243.1528833,1667710.44389079
87.6,-1019844.52188143,2798149.1817151,1667735.71906437
87.65,-1019993.86061358,2798055.35011827,1667761.02149646
87.7,-1020142.96729802,2797961.65811511,1667786.3510225
87.75,-1020291.84302834,2797868.10503077,1667811.70786852
87.8,-1020440.48642651,2797774.69131351,1667837.09157339
87.85,-1020588.89828642,2797681.41626182,1667862.50206805
87.9,-1020737.07844378,2797588.2798872,1667887.93900422
87.95,-1020885.02689527,2797495.28184794,1667913.40206166
88,-1021032.74342047,2797402.42221266,1667938.89082349
88.05,-1021180.22784808,2797309.70099196,1667964.40490936
88.1,-1021327.48099543,2797217.1177095,1667989.94404499
88.15,-1021474.50226468,2797124.67288601,1668015.50775554
88.2,-1021621.29348162,2797032.36567977,1668041.09610571
88.25,-1021767.85396437,2796940.19682533,1668066.7088277
88.3,-1021914.18510661,2796848.16586802,1668092.34604178
88.35,-1022060.28732149,2796756.27307064,1668118.00779146
88.4,-1022206.16158763,2796664.51828167,1668143.6941761
88.45,-1022351.80882258,2796572.90137553,1668169.40539103
88.5,-1022497.22913381,2796481.42262694,1668195.14155417
88.55,-1022642.423831,2796390.0815456,1668220.9027609
88.6,-1022787.3934262,2796298.87805515,1668246.68900756
88.65,-1022932.13770972,2796207.81234448,1668272.50013008
88.7,-1023076.65750644,2796116.88390261,1668298.33606174
88.75,-1023220.95238376,2796026.09287227,1668324.19646863
88.8,-1023365.02274181,2795935.43884166,1668350.08108387
88.85,-1023508.86889041,2795844.92129543,1668375.98938971
88.9,-1023652.48980816,2795754.54083051,1668401.92087445
88.95,-1023795.88633102,2795664.29654957,1668427.8753531
89,-1023939.05785962,2795574.18875887,1668453.85235729
89.05,-1024082.00530407,2795484.21682842,1668479.85166973
89.1,-1024224.72833822,2795394.38093136,1668505.87295129
89.15,-1024367.22747659,2795304.68085369,1668531.91612193
89.2,-1024509.50311204,2795215.11656084,1668557.98117352
89.25,-1024651.55630179,2795125.68766357,1668584.06823109
89.3,-1024793.38761098,2795036.39419213,1668610.17736047
89.35,-1024934.99783465,2794947.2360783,1668636.30874198
89.4,-1025076.38751056,2794858.21332897,1668662.46246242
89.45,-1025217.55772924,2794769.32568873,1668688.63879577
89.5,-1025358.50950121,2794680.57285318,1668714.8378178
89.55,-1025499.24273698,2794591.95513692,1668741.05938042
89.6,-1025639.75893009,2794503.47181985,1668767.30356723
89.65,-1025780.05702199,2794415.12363539,1668793.56991166
89.7,-1025920.13852889,2794326.9096095,1668819.85836013
89.75,-1026060.00271382,2794238.83016964,1668846.16838452
89.8,-1026199.65054302,2794150.88457571,1668872.4996866
89.85,-1026339.08109111,2794063.07322154,1668898.85165178
89.9,-1026478.29481388,2793975.39562417,1668925.223991
89.95,-1026617.29175158,2793887.85152531,1668951.61631282
90,-1026756.0722923,2793800.44054501,1668978.02834136
90.05,-1026894.63644681,2793713.16260568,1669004.45978533
90.1,-1027032.98441714,2793626.01757458,1669030.91058451
