Time,x,y,z
43.95,-2254140.85471892,2609107.33261479,-250139.259156462
44,-2254312.5089347,2608869.61799753,-250149.668467676
44.05,-2254484.15507696,2608631.90338607,-250160.078604169
44.1,-2254655.79234274,2608394.18984195,-250170.489519375
44.15,-2254827.42128827,2608156.47666767,-250180.901306097
44.2,-2254999.0417826,2607918.76399534,-250191.313937939
44.25,-2255170.65397416,2607681.05164438,-250201.727398761
44.3,-2255342.25761371,2607443.33997599,-250212.141713675
44.35,-2255513.85249268,2607205.62928907,-250222.556887016
44.4,-2255685.43877314,2606967.9192963,-250232.972934532
44.45,-2255857.01650059,2606730.21000041,-250243.389863588
44.5,-2256028.58587469,2606492.50112154,-250253.807687109
44.55,-2256200.14599914,2606254.79386707,-250264.22637672
44.6,-2256371.69772379,2606017.08709677,-250274.645966248
44.65,-2256543.24034978,2605779.38178275,-250285.066468099
44.7,-2256714.77452887,2605541.67700251,-250295.487924312
44.75,-2256886.29951633,2605303.97379726,-250305.910274865
44.8,-2257057.81587068,2605066.27142318,-250316.333554619
44.85,-2257229.32304621,2604828.57062934,-250326.757785693
44.9,-2257400.8212213,2604590.87111598,-250337.182980297
44.95,-2257572.31049979,2604353.17283258,-250347.609182581
45,-2257743.79083729,2604115.47581358,-250358.036359002
45.05,-2257915.26171858,2603877.78072612,-250368.464468692
45.1,-2258086.72363283,2603640.08696277,-250378.893556277
45.15,-2258258.17641426,2603402.39470718,-250389.323709014
45.2,-2258429.62000134,2603164.70409987,-250399.754876994
45.25,-2258601.05421815,2602927.01535116,-250410.187085892
45.3,-2258772.47903844,2602689.32846738,-250420.620326912
45.35,-2258943.89501764,2602451.64270941,-250431.054672034
45.4,-2259115.30099235,2602213.95966664,-250441.490093781
45.45,-2259286.69816725,2601976.27772125,-250451.926616963
45.5,-2259458.08550837,2601738.59827173,-250462.364196873
45.55,-2259629.46346552,2601500.92072016,-250472.802913137
45.6,-2259800.83212715,2601263.24493202,-250483.24279752
45.65,-2259972.19087348,2601025.57176695,-250493.683831407
45.7,-2260143.54011139,2600787.90067144,-250504.126005665
45.75,-2260314.87988215,2600550.23155254,-250514.569399984
45.8,-2260486.21002746,2600312.56462986,-250525.013963746
45.85,-2260657.53041089,2600074.90012489,-250535.459732702
45.9,-2260828.84076562,2599837.23842038,-250545.906735651
45.95,-2261000.14127924,2599599.57926127,-250556.355030156
46,-2261171.43247048,2599361.92190903,-250566.804571265
46.05,-2261342.71329612,2599124.26778606,-250577.255409736
46.1,-2261513.9848083,2598886.61542922,-250587.707552026
46.15,-2261685.24543791,2598648.96705579,-250598.161008278
46.2,-2261856.49646304,2598411.32091363,-250608.615731963
46.25,-2262027.73794792,2598173.67707512,-250619.071601932
46.3,-2262198.96951664,2597936.03612225,-250629.528683522
46.35,-2262370.19102837,2597698.39802696,-250639.986949327
46.4,-2262541.40224378,2597460.76337433,-250650.446339947
46.45,-2262712.60391206,2597223.13091832,-250660.90710651
46.5,-2262883.79529973,2596985.50187724,-250671.368957015
46.55,-2263054.9771612,2596747.87509684,-250681.832198504
46.6,-2263226.14816567,2596510.25234573,-250692.296660791
46.65,-2263397.30932582,2596272.632492,-250702.762304782
46.7,-2263568.46002998,2596035.01606821,-250713.229401255
46.75,-2263739.60098054,2595797.40234206,-250723.697683507
46.8,-2263910.7314343,2595559.79225602,-250734.167336356
46.85,-2264081.85148077,2595322.1855971,-250744.638323596
46.9,-2264252.96119961,2595084.58244984,-250755.110595485
46.95,-2264424.06070039,2594846.98245895,-250765.584376974
47,-2264595.14972419,2594609.38618957,-250776.059378631
47.05,-2264766.22798919,2594371.79393688,-250786.535831653
47.1,-2264937.29622671,2594134.20463319,-250797.01365705
47.15,-2265108.35326066,2593896.61997161,-250807.492776597
47.2,-2265279.40028931,2593659.0382938,-250817.973496102
47.25,-2265450.43629171,2593421.46110741,-250828.455485426
47.3,-2265621.46185632,2593183.88747609,-250838.9390087
47.35,-2265792.47638009,2592946.31830061,-250849.423851937
47.4,-2265963.48054626,2592708.75270478,-250859.91011193
47.45,-2266134.47354326,2592471.19166332,-250870.397923549
47.5,-2266305.45609237,2592233.63438947,-250880.887088337
47.55,-2266476.42723527,2591996.08204569,-250891.377799414
47.6,-2266647.38778033,2591758.53357912,-250901.869950119
47.65,-2266818.33721637,2591520.98977154,-250912.36348858
47.7,-2266989.27533276,2591283.45044474,-250922.858897269
47.75,-2267160.20225116,2591045.91564591,-250933.355988873
47.8,-2267331.11772938,2590808.38567188,-250943.85470031
47.85,-2267502.02223325,2590570.85962466,-250954.355236666
47.9,-2267672.9151456,2590333.33869199,-250964.85749781
47.95,-2267843.79675194,2590095.82240699,-250975.361594054
48,-2268014.66640006,2589858.31159462,-250985.86751417
48.05,-2268185.52492895,2589620.80542474,-250996.375061867
48.1,-2268356.37188887,2589383.30400463,-251006.884541794
48.15,-2268527.2073965,2589145.80772498,-251017.39580603
48.2,-2268698.03087156,2588908.31709788,-251027.908943259
48.25,-2268868.84283842,2588670.83151851,-251038.424008028
48.3,-2269039.64306418,2588433.35161419,-251048.940656621
48.35,-2269210.43171208,2588195.87661818,-251059.459283563
48.4,-2269381.20833283,2587958.40758158,-251069.979776802
48.45,-2269551.97327625,2587720.94385045,-251080.502173214
48.5,-2269722.72609323,2587483.48618393,-251091.026478889
48.55,-2269893.46694481,2587246.03456234,-251101.552515061
48.6,-2270064.19631818,2587008.58787782,-251112.080626719
48.65,-2270234.91300367,2586771.14823392,-251122.610509487
48.7,-2270405.61809551,2586533.71392227,-251133.142409075
48.75,-2270576.31082038,2586296.28608436,-251143.676276486
48.8,-2270746.99181238,2586058.86418901,-251154.211973324
48.85,-2270917.66044495,2585821.44857684,-251164.749735992
48.9,-2271088.31684007,2585584.03953594,-251175.289443033
48.95,-2271258.96099745,2585346.63684664,-251185.831185189
49,-2271429.59251674,2585109.24110117,-251196.375006456
49.05,-2271600.21254526,2584871.85112897,-251206.920731188
49.1,-2271770.81946235,2584634.46857335,-251217.468637005
49.15,-2271941.41447157,2584397.09234013,-251228.018542363
49.2,-2272111.99630502,2584159.72411795,-251238.570441586
49.25,-2272282.56683992,2583922.36144689,-251249.124491671
49.3,-2272453.12386443,2583685.00740977,-251259.680545181
49.35,-2272623.66863784,2583447.66026323,-251270.23877422
49.4,-2272794.2004063,2583210.3210343,-251280.799124285
49.45,-2272964.71995894,2582972.98870584,-251291.361635035
49.5,-2273135.22668313,2582735.66416877,-251301.926400893
49.55,-2273305.72031842,2582498.34776412,-251312.493394797
49.6,-2273476.20168064,2582261.03846179,-251323.062664064
49.65,-2273646.66951027,2582023.73793427,-251333.634195782
49.7,-2273817.12510088,2581786.44443244,-251344.208115401
49.75,-2273987.56748944,2581549.15933585,-251354.784412568
49.8,-2274157.99678637,2581311.88253903,-251365.363157505
49.85,-2274328.41285408,2581074.61417886,-251375.944329039
49.9,-2274498.81620451,2580837.35360491,-251386.527976921
49.95,-2274669.20624201,2580600.10161426,-251397.1141221
50,-2274839.58346702,2580362.85761147,-251407.702879751
50.05,-2275009.94718022,2580125.62251953,-251418.294238266
50.1,-2275180.29749239,2579888.39620879,-251428.888199885
50.15,-2275350.63463002,2579651.17836065,-251439.484838722
50.2,-2275520.95848161,2579413.96906494,-251450.084194273
50.25,-2275691.26918077,2579176.76827124,-251460.686313126
50.3,-2275861.56590076,2578939.57712481,-251471.291224375
50.35,-2276031.84936669,2578702.39453439,-251481.898961896
50.4,-2276202.11921178,2578465.22104258,-251492.509530095
50.45,-2276372.37555587,2578228.0564064,-251503.122975722
50.5,-2276542.6179096,2577990.90134588,-251513.739347673
50.55,-2276712.8470432,2577753.75491754,-251524.358719869
50.6,-2276883.061871,2577516.61847236,-251534.981034586
50.65,-2277053.26327206,2577279.49083409,-251545.606372868
50.7,-2277223.45043734,2577042.37306771,-251556.234724078
50.75,-2277393.62368143,2576805.26476995,-251566.866140474
50.8,-2277563.78295471,2576568.16604128,-251577.500698696
50.85,-2277733.92816669,2576331.07690718,-251588.138371949
50.9,-2277904.05899001,2576093.99778514,-251598.779150156
50.95,-2278074.17545241,2575856.92863723,-251609.42308724
51,-2278244.27806852,2575619.86882633,-251620.07020485
51.05,-2278414.36564158,2575382.81988723,-251630.720529796
51.1,-2278584.43935503,2575145.78025723,-251641.374113262
51.15,-2278754.49766653,2574908.75199252,-251652.030869523
51.2,-2278924.54181044,2574671.73331912,-251662.69086733
51.25,-2279094.57084829,2574434.72559336,-251673.354137929
51.3,-2279264.58556989,2574197.72770715,-251684.020714824
51.35,-2279434.58489963,2573960.74112488,-251694.690562492
51.4,-2279604.56930748,2573723.76514143,-251705.363694245
51.45,-2279774.53833364,2573486.800352,-251716.04010943
51.5,-2279944.49260312,2573249.84599609,-251726.719860583
51.55,-2280114.43108866,2573012.90341747,-251737.402930195
51.6,-2280284.35418137,2572775.97207311,-251748.089377897
51.65,-2280454.2618984,2572539.05192987,-251758.779174487
51.7,-2280624.15357205,2572302.14388069,-251769.472300251
51.75,-2280794.03008906,2572065.24673925,-251780.168885564
51.8,-2280963.89001493,2571828.36248679,-251790.868848198
51.85,-2281133.73416529,2571591.48999579,-251801.572268515
51.9,-2281303.5617827,2571354.63032055,-251812.279108216
51.95,-2281473.37358608,2571117.78246255,-251822.989431617
52,-2281643.16870815,2570880.94762825,-251833.703199848
52.05,-2281812.94761995,2570644.12522764,-251844.420543375
52.1,-2281982.70931292,2570407.31665599,-251855.141426931
52.15,-2282152.45414296,2570170.52143517,-251865.865870009
52.2,-2282322.18257136,2569933.73893358,-251876.593946373
52.25,-2282491.89361492,2569696.97056203,-251887.32565633
52.3,-2282661.58754949,2569460.21602891,-251898.061102556
52.35,-2282831.26412579,2569223.4756819,-251908.800282442
52.4,-2283000.92283946,2568986.75022955,-251919.543177934
52.45,-2283170.56455976,2568750.03851086,-251930.289884215
52.5,-2283340.18895228,2568513.34102273,-251941.0404448
52.55,-2283509.79514577,2568276.65906158,-251951.794896039
52.6,-2283679.38367787,2568039.99192223,-251962.553326249
52.65,-2283848.95369319,2567803.34078762,-251973.315736069
52.7,-2284018.50654639,2567566.70384959,-251984.082213692
52.75,-2284188.04059758,2567330.08345109,-251994.852778439
52.8,-2284357.55668821,2567093.47855193,-252005.627574826
52.85,-2284527.0542544,2566856.88988824,-252016.406600257
52.9,-2284696.53342421,2566620.31730991,-252027.189907903
52.95,-2284865.99424619,2566383.7608182,-252037.977555917
53,-2285035.43622426,2566147.2211769,-252048.769611282
53.05,-2285204.86004249,2565910.69751409,-252059.566200668
53.1,-2285374.26449979,2565674.191413,-252070.367179364
53.15,-2285543.65064869,2565437.70159062,-252081.172753489
53.2,-2285713.01747386,2565201.2294226,-252091.982922071
53.25,-2285882.36565287,2564964.7740133,-252102.797852783
53.3,-2286051.69457717,2564728.33631906,-252113.61762454
53.35,-2286221.004536,2564491.91591756,-252124.442264631
53.4,-2286390.29494067,2564255.5136659,-252135.271812042
53.45,-2286559.56608084,2564019.12915167,-252146.106302582
53.5,-2286728.81828658,2563782.76192918,-252156.945843457
53.55,-2286898.05043289,2563546.41360009,-252167.790466341
53.6,-2287067.26344012,2563310.08294051,-252178.640291937
53.65,-2287236.45627622,2563073.77129935,-252189.495286144
53.7,-2287405.62950216,2562837.47790965,-252200.355475144
53.75,-2287574.78255226,2562601.20350649,-252211.220956521
53.8,-2287743.91614638,2562364.94717783,-252222.091835736
53.85,-2287913.02910997,2562128.71053228,-252232.96806013
53.9,-2288082.12165394,2561892.49325471,-252243.849671109
53.95,-2288251.19381932,2561656.29523578,-252254.736697924
54,-2288420.24557278,2561420.11649542,-252265.629216808
54.05,-2288589.27637741,2561183.95775979,-252276.52723676
54.1,-2288758.28604869,2560947.81931699,-252287.430782353
54.15,-2288927.27493327,2560711.70060396,-252298.339888619
54.2,-2289096.24223541,2560475.60261964,-252309.254548688
54.25,-2289265.18872277,2560239.52441675,-252320.174831682
54.3,-2289434.11310989,2560003.4677069,-252331.100691913
54.35,-2289603.01597738,2559767.4316291,-252342.03223291
54.4,-2289771.89635088,2559531.41746376,-252352.969390505
54.45,-2289940.75539453,2559295.42355172,-252363.912265412
54.5,-2290109.59187142,2559059.45162878,-252374.860933364
54.55,-2290278.40632137,2558823.50101571,-252385.815327668
54.6,-2290447.19781845,2558587.57300854,-252396.775443512
54.65,-2290615.96609253,2558351.66782921,-252407.741258937
54.7,-2290784.71219281,2558115.78404625,-252418.712894493
54.75,-2290953.43477978,2557879.92347999,-252429.690265307
54.8,-2291122.13427455,2557644.0855683,-252440.673457029
54.85,-2291290.80987254,2557408.27144977,-252451.662487362
54.9,-2291459.46216254,2557172.48031238,-252462.657381999
54.95,-2291628.0908841,2556936.7124972,-252473.658152796
55,-2291796.69566711,2556700.96854294,-252484.664864006
55.05,-2291965.27620067,2556465.24897399,-252495.67755105
55.1,-2292133.83299652,2556229.55308981,-252506.696325267
55.15,-2292302.36467058,2555993.88281869,-252517.721126394
55.2,-2292470.87280301,2555758.23607805,-252528.752092064
55.25,-2292639.35575427,2555522.61512395,-252539.789232264
55.3,-2292807.81421536,2555287.01914095,-252550.832640271
55.35,-2292976.24763123,2555051.44890284,-252561.882404352
55.4,-2293144.6560942,2554815.90435498,-252572.938590628
55.45,-2293313.03966088,2554580.38546158,-252584.001197283
55.5,-2293481.39786078,2554344.89297121,-252595.070367149
55.55,-2293649.73119817,2554109.42626737,-252606.146200247
55.6,-2293818.03854653,2553873.98697254,-252617.228741898
55.65,-2293986.32082879,2553638.5739639,-252628.318151698
55.7,-2294154.57708503,2553403.1885762,-252639.414408989
55.75,-2294322.80793834,2553167.82998815,-252650.51764854
55.8,-2294491.012858,2552932.49906163,-252661.627937655
55.85,-2294659.19202635,2552697.19557779,-252672.745405631
55.9,-2294827.3447581,2552461.92057223,-252683.870103283
55.95,-2294995.47202592,2552226.6727096,-252695.002103015
56,-2295163.57284679,2551991.45342786,-252706.141447226
56.05,-2295331.64734985,2551756.26255878,-252717.288263479
56.1,-2295499.69526214,2551521.1005778,-252728.442625804
56.15,-2295667.71614547,2551285.96811196,-252739.604605391
56.2,-2295835.71084716,2551050.86396227,-252750.774276946
56.25,-2296003.6781617,2550815.78980633,-252761.951618221
56.3,-2296171.61900851,2550580.74444436,-252773.136797445
56.35,-2296339.53190255,2550345.72988042,-252784.329807242
56.4,-2296507.41744912,2550110.74532506,-252795.530696125
56.45,-2296675.27548551,2549875.79092233,-252806.739477363
56.5,-2296843.10600811,2549640.86666084,-252817.956209252
56.55,-2297010.90820258,2549405.97364611,-252829.180902128
56.6,-2297178.68243634,2549171.111355,-252840.413624026
56.65,-2297346.42809014,2548936.28059155,-252851.654388781
56.7,-2297514.14510291,2548701.48137663,-252862.903223906
56.75,-2297681.83356685,2548466.71356064,-252874.160133096
56.8,-2297849.49260406,2548231.97830313,-252885.425124713
56.85,-2298017.12237097,2547997.27531077,-252896.698259012
56.9,-2298184.72227363,2547762.60547471,-252907.979511833
56.95,-2298352.29303137,2547527.96762623,-252919.26890511
57,-2298519.83325173,2547293.36365197,-252930.566369504
57.05,-2298687.34405388,2547058.79201471,-252941.872033593
57.1,-2298854.82401021,2546824.25466794,-252953.185854092
57.15,-2299022.27362492,2546589.75085094,-252964.507894356
57.2,-2299189.69224254,2546355.28145405,-252975.838099665
57.25,-2299357.08058706,2546120.84545991,-252987.176563521
57.3,-2299524.43727954,2545886.44479256,-252998.523289313
57.35,-2299691.76289298,2545652.07868163,-253009.878395119
57.4,-2299859.05680547,2545417.74799265,-253021.241822168
57.45,-2300026.3196033,2545183.45193762,-253032.613684558
57.5,-2300193.55067826,2544949.19136643,-253043.993988957
57.55,-2300360.74969252,2544714.96682141,-253055.382833285
57.6,-2300527.91729083,2544480.77753133,-253066.780371968
57.65,-2300695.05206353,2544246.62542432,-253078.18654193
57.7,-2300862.1555969,2544012.50845582,-253089.601519733
57.75,-2301029.22633821,2543778.42877211,-253101.025328063
57.8,-2301196.26492241,2543544.38568357,-253112.458132087
57.85,-2301363.27083112,2543310.37992066,-253123.900016349
57.9,-2301530.24412862,2543076.41155534,-253135.351082467
57.95,-2301697.18486583,2542842.48059867,-253146.811433907
58,-2301864.09258784,2542608.58771085,-253158.281121954
58.05,-2302030.96786177,2542374.73224997,-253169.760335923
58.1,-2302197.80954624,2542140.91594889,-253181.249122737
58.15,-2302364.61849617,2541907.13762409,-253192.747633014
58.2,-2302531.39376352,2541673.39871474,-253204.255876299
58.25,-2302698.13575604,2541439.69869315,-253215.773985659
58.3,-2302864.84387557,2541206.0384843,-253227.302049541
58.35,-2303031.51888686,2540972.41712801,-253238.840235829
58.4,-2303198.15895896,2540738.83721219,-253250.388511902
58.45,-2303364.76529049,2540505.29704638,-253261.947008045
58.5,-2303531.33708368,2540271.79775148,-253273.515730044
58.55,-2303697.87443998,2540038.33923812,-253285.094750411
58.6,-2303864.37687775,2539804.9222143,-253296.684114405
58.65,-2304030.8438147,2539571.54740292,-253308.283877271
58.7,-2304197.27597323,2539338.21374892,-253319.894081886
58.75,-2304363.67248388,2539104.92244419,-253331.5146669
58.8,-2304530.03343656,2538871.67335548,-253343.1457172
58.85,-2304696.35772257,2538638.46793257,-253354.787246479
58.9,-2304862.64566842,2538405.30567982,-253366.439285284
58.95,-2305028.89711374,2538172.18672946,-253378.101804899
59,-2305195.11187054,2537939.11124863,-253389.774790904
59.05,-2305361.28926086,2537706.08014478,-253401.458284331
59.1,-2305527.42980465,2537473.09267147,-253413.15230123
59.15,-2305693.53200818,2537240.15073893,-253424.85681156
59.2,-2305859.5967498,2537007.25309234,-253436.571861513
59.25,-2306025.62386896,2536774.39990055,-253448.297463784
59.3,-2306191.61232678,2536541.59251556,-253460.033618199
59.35,-2306357.5623988,2536308.83064933,-253471.780402242
59.4,-2306523.47392693,2536076.11443339,-253483.53788206
59.45,-2306689.346606,2535843.44426975,-253495.306068557
59.5,-2306855.18041748,2535610.82020038,-253507.085054314
59.55,-2307020.97499434,2535378.24279092,-253518.874912794
59.6,-2307186.72987068,2535145.712765,-253530.675791813
59.65,-2307352.44539052,2534913.22968029,-253542.487814268
59.7,-2307518.12088452,2534680.79453909,-253554.311006965
59.75,-2307683.7570115,2534448.40648504,-253566.145606731
59.8,-2307849.35233146,2534216.06770608,-253577.991645846
59.85,-2308014.9074356,2533983.77744416,-253589.849384912
59.9,-2308180.4218494,2533751.53654272,-253601.718934532
59.95,-2308345.89550735,2533519.34515064,-253613.60043791
60,-2308511.32812927,2533287.20380318,-253625.494047247
60.05,-2308676.71927642,2533055.11330255,-253637.399878149
60.1,-2308842.06955804,2532823.07295721,-253649.318115209
60.15,-2309007.37754405,2532591.08477762,-253661.248767453
60.2,-2309172.64467068,2532359.14690905,-253673.192050366
60.25,-2309337.86923909,2532127.26184075,-253685.14790917
60.3,-2309503.05198489,2531895.42864922,-253697.116569263
60.35,-2309668.19216611,2531663.64848277,-253709.098083686
60.4,-2309833.28970634,2531431.92149298,-253721.092517862
60.45,-2309998.34447624,2531200.24789495,-253733.099928481
60.5,-2310163.35559598,2530968.62892581,-253745.12033433
60.55,-2310328.32357275,2530737.06395705,-253757.153886409
60.6,-2310493.24738126,2530505.55440051,-253769.200586825
60.65,-2310658.12636616,2530274.10115469,-253781.260466656
60.7,-2310822.96090859,2530042.70361643,-253793.333530931
60.75,-2310987.75070396,2529811.36211981,-253805.41980914
60.8,-2311152.49459017,2529580.07823763,-253817.519275315
60.85,-2311317.19338735,2529348.85087884,-253829.632055193
60.9,-2311481.8451803,2529117.68252599,-253841.757976154
60.95,-2311646.45110568,2528886.57145371,-253853.897231469
61,-2311811.01008169,2528655.51910976,-253866.049759799
61.05,-2311975.52209134,2528424.52539806,-253878.215662589
61.1,-2312139.98635132,2528193.59135446,-253890.394958714
61.15,-2312304.40266039,2527962.7171765,-253902.587697741
61.2,-2312468.77131237,2527731.90238784,-253914.793993274
61.25,-2312633.09153524,2527501.14798878,-253927.01387703
61.3,-2312797.36326018,2527270.45417353,-253939.247505832
61.35,-2312961.5856701,2527039.82205259,-253951.494994622
61.4,-2313125.75897952,2526809.25131248,-253963.756480419
61.45,-2313289.88284574,2526578.74249204,-253976.032033675
61.5,-2313453.95762667,2526348.29519787,-253988.32185918
61.55,-2313617.98254549,2526117.91061165,-254000.626109497
61.6,-2313781.9573347,2525887.58920685,-254012.944954322
61.65,-2313945.88135362,2525657.33206723,-254025.278517981
61.7,-2314109.75567548,2525427.13780164,-254037.627022047
61.75,-2314273.57897393,2525197.00842852,-254049.990580044
61.8,-2314437.35165903,2524966.94352176,-254062.36941094
61.85,-2314601.07277248,2524736.9447089,-254074.763627146
61.9,-2314764.7426476,2524507.01163079,-254087.173402945
61.95,-2314928.36097027,2524277.14482024,-254099.598796817
62,-2315091.92778314,2524047.34446482,-254112.039910867
62.05,-2315255.44244368,2523817.61152892,-254124.49687521
62.1,-2315418.90457506,2523587.9467014,-254136.969772213
62.15,-2315582.31435044,2523358.34982854,-254149.458618545
62.2,-2315745.67105633,2523128.82191484,-254161.963453362
62.25,-2315908.97507957,2522899.36249039,-254174.484338391
62.3,-2316072.22493263,2522669.97366436,-254187.021277685
62.35,-2316235.421178,2522440.65460973,-254199.574333073
62.4,-2316398.56285445,2522211.40665595,-254212.143430695
62.45,-2316561.6502856,2521982.2292353,-254224.728625321
62.5,-2316724.68268929,2521753.1233277,-254237.32995647
62.55,-2316887.65948381,2521524.08971159,-254249.947398468
62.6,-2317050.58089389,2521295.12798046,-254262.581044991
62.65,-2317213.44547596,2521066.23997224,-254275.23083229
62.7,-2317376.2544163,2520837.42384645,-254287.896926477
62.75,-2317539.00586675,2520608.68211213,-254300.579255596
62.8,-2317701.70058716,2520380.01364141,-254313.278013065
62.85,-2317864.33720008,2520151.42027337,-254325.993272524
62.9,-2318026.91606471,2519922.90134306,-254338.72516511
62.95,-2318189.43622502,2519694.458204,-254351.473775742
63,-2318351.89853978,2519466.08962642,-254364.239394702
63.05,-2318514.30139045,2519237.79793077,-254377.022097984
63.1,-2318676.64497892,2519009.5828729,-254389.822095075
63.15,-2318838.92932734,2518781.44449357,-254402.639573319
63.2,-2319001.15399238,2518553.38344252,-254415.474714327
63.25,-2319163.31850025,2518325.40061436,-254428.327699725
63.3,-2319325.42267269,2518097.49643741,-254441.19869314
63.35,-2319487.46694434,2517869.67046658,-254454.087892193
63.4,-2319649.45019533,2517641.92445621,-254466.995409553
63.45,-2319811.37264468,2517414.25830964,-254479.921388055
63.5,-2319973.23388924,2517186.67280324,-254492.865996998
63.55,-2320135.03426465,2516959.16768193,-254505.829381067
63.6,-2320296.77250392,2516731.74486999,-254518.811536635
63.65,-2320458.44920881,2516504.40369574,-254531.812578104
63.7,-2320620.0634744,2516277.14557567,-254544.832505255
63.75,-2320781.61533199,2516049.97063705,-254557.871386656
63.8,-2320943.10437684,2515822.87947285,-254570.929332817
63.85,-2321104.5300877,2515595.87281746,-254584.006288611
63.9,-2321265.89219123,2515368.95113922,-254597.102261266
63.95,-2321427.19001663,2515142.11532291,-254610.217235999
64,-2321588.4236927,2514915.36509238,-254623.351336311
64.05,-2321749.59241177,2514688.70153509,-254636.504524391
64.1,-2321910.69568522,2514462.12525063,-254649.676855781
64.15,-2322071.73275873,2514235.63707619,-254662.868349848
64.2,-2322232.70421729,2514009.23604135,-254676.079188378
64.25,-2322393.60843216,2513782.92436854,-254689.309380371
64.3,-2322554.44600867,2513556.70102125,-254702.559120734
64.35,-2322715.21543977,2513330.56796339,-254715.828433799
64.4,-2322875.91712732,2513104.52450497,-254729.117549114
64.45,-2323036.55053816,2512878.57128404,-254742.42659961
64.5,-2323197.11541146,2512652.70870439,-254755.755822945
64.55,-2323357.61123859,2512426.93742002,-254769.10544282
64.6,-2323518.03740106,2512201.2582854,-254782.475573232
64.65,-2323678.39429872,2511975.67084255,-254795.86647606
64.7,-2323838.68107816,2511750.17636095,-254809.278298785
64.75,-2323998.8982885,2511524.77423237,-254822.711286551
64.8,-2324159.04459957,2511299.46655373,-254836.165563278
64.85,-2324319.12067152,2511074.25259858,-254849.641266481
64.9,-2324479.12553918,2510849.13385741,-254863.138540039
64.95,-2324639.05968974,2510624.10991767,-254876.657507072
65,-2324798.92245979,2510399.18201428,-254890.198257107
65.05,-2324958.71354811,2510174.35079864,-254903.760839486
65.1,-2325118.43279455,2509949.61668453,-254917.345333679
65.15,-2325278.07981553,2509724.98040432,-254930.951718074
65.2,-2325437.6541181,2509500.44281982,-254944.580076118
65.25,-2325597.15526349,2509276.00467553,-254958.230413742
65.3,-2325756.58261998,2509051.66694423,-254971.902726237
65.35,-2325915.9361703,2508827.42962185,-254985.597018288
65.4,-2326075.21562886,2508603.29311981,-254999.313278436
65.45,-2326234.42009414,2508379.25862567,-255013.051488697
65.5,-2326393.54964502,2508155.32590464,-255026.811772086
65.55,-2326552.60328293,2507931.49628561,-255040.594184742
65.6,-2326711.58086407,2507707.76975879,-255054.398838082
65.65,-2326870.48200325,2507484.14667557,-255068.225880109
65.7,-2327029.30623251,2507260.62747556,-255082.075464131
65.75,-2327188.05258747,2507037.21336109,-255095.947720064
65.8,-2327346.72130781,2506813.90383162,-255109.842938317
65.85,-2327505.31189604,2506590.6994973,-255123.761270622
65.9,-2327663.82361628,2506367.60120547,-255137.702933192
65.95,-2327822.25645444,2506144.60894785,-255151.668162127
66,-2327980.60989185,2505921.72349729,-255165.657214495
66.05,-2328138.88428436,2505698.94435027,-255179.670365442
66.1,-2328297.07819826,2505476.27367012,-255193.707654537
66.15,-2328455.19229546,2505253.71065911,-255207.769386891
66.2,-2328613.22541314,2505031.2570814,-255221.855644484
66.25,-2328771.17782795,2504808.91290257,-255235.966638005
66.3,-2328929.04927152,2504586.67870121,-255250.10245358
66.35,-2329086.83956102,2504364.55497662,-255264.263039273
66.4,-2329244.54737857,2504142.54384123,-255278.448386682
66.45,-2329402.17340368,2503920.6446928,-255292.65867087
66.5,-2329559.7165414,2503698.85927348,-255306.893869414
66.55,-2329717.17682456,2503477.18779099,-255321.153992739
66.6,-2329874.55363921,2503255.63127309,-255335.438920701
66.65,-2330031.84627006,2503034.19076292,-255349.748615362
66.7,-2330189.05540976,2502812.86540857,-255364.083180194
66.75,-2330346.17954191,2502591.65730686,-255378.442486185
66.8,-2330503.21924256,2502370.56556198,-255392.826676188
66.85,-2330660.17301532,2502149.59215344,-255407.235745561
66.9,-2330817.04088916,2501928.73692216,-255421.669843798
66.95,-2330973.82239375,2501708.0004138,-255436.129227062
67,-2331130.51732081,2501487.38265962,-255450.614139368
67.05,-2331287.12470093,2501266.88479319,-255465.124688177
67.1,-2331443.64413494,2501046.50716337,-255479.661108888
67.15,-2331600.07575007,2500826.24946897,-255494.223702801
67.2,-2331756.41850922,2500606.11296742,-255508.812710197
67.25,-2331912.67289443,2500386.09691364,-255523.428397883
67.3,-2332068.83786536,2500166.20272226,-255538.070891852
67.35,-2332224.91387442,2499946.42970566,-255552.740436505
67.4,-2332380.8990102,2499726.78064696,-255567.437058871
67.45,-2332536.79505114,2499507.25324119,-255582.161083845
67.5,-2332692.60038052,2499287.84992115,-255596.912473248
67.55,-2332848.31468579,2499068.57128774,-255611.691289909
67.6,-2333003.93761619,2498849.41821011,-255626.497492923
67.65,-2333159.46934587,2498630.39068396,-255641.331141899
67.7,-2333314.90905449,2498411.49025536,-255656.19213374
67.75,-2333470.25683335,2498192.71703749,-255671.080381793
67.8,-2333625.51262698,2497974.0713707,-255685.995804918
67.85,-2333780.67530107,2497755.55510478,-255700.938283409
67.9,-2333935.74508015,2497537.16811877,-255715.907891566
67.95,-2334090.72102151,2497318.91190021,-255730.904674668
68,-2334245.60320156,2497100.78643141,-255745.928633645
68.05,-2334400.39078106,2496882.79282645,-255760.979810759
68.1,-2334555.08419037,2496664.93045057,-255776.058387407
