Time,x,y,z,vx,vy,vz
32.6,-2215007.33040095,2663012.61127713,-247782.632506101,-3459.76096681765,-4740.60817143145,-208.03087976857
32.65,-2215180.31976393,2662775.57364242,-247793.034050658,-3459.79297212299,-4740.86912779127,-208.028715414415
32.7,-2215353.30462747,2662538.53121722,-247803.435143022,-3459.56930381956,-4740.78632499103,-208.013232771136
32.75,-2215526.28475149,2662301.48425679,-247813.835785636,-3459.47931773019,-4740.88379128391,-208.003677213961
32.8,-2215699.26091706,2662064.43173063,-247824.236035664,-3459.51180092285,-4741.14227821092,-208.002022607599
32.85,-2215872.23207654,2661827.37503071,-247834.635809262,-3459.42131959068,-4741.24070144253,-207.994337668395
32.9,-2216045.19916719,2661590.31294838,-247845.035217862,-3459.31814867405,-4741.31854596207,-207.984781976138
32.95,-2216218.16129691,2661353.24658355,-247855.434158527,-3459.24165338808,-4741.43336665074,-207.976479435239
33,-2216391.11933386,2661116.17489175,-247865.83270511,-3459.03077677547,-4741.36763539966,-207.963138943713
33.05,-2216564.07250494,2660879.09886755,-247876.230790821,-3458.94043915451,-4741.46545058712,-207.953312660571
33.1,-2216737.02165192,2660642.01736092,-247886.628496663,-3458.95813618416,-4741.70489019224,-207.950803203146
33.15,-2216909.96583404,2660404.9316279,-247897.02577672,-3458.81995459768,-4741.73742749671,-207.939286213783
33.2,-2217082.90580937,2660167.8406857,-247907.42265619,-3458.79001649417,-4741.91484192384,-207.936351840622
33.25,-2217255.84083268,2659930.74544656,-247917.819115524,-3458.69777600067,-4742.01095086321,-207.926966852928
33.3,-2217428.77197476,2659693.64451654,-247928.215205749,-3458.62134242254,-4742.12481653663,-207.918868138158
33.35,-2217601.69800057,2659456.53957839,-247938.610841166,-3458.40818364133,-4742.05853235089,-207.905289515666
33.4,-2217774.61971254,2659219.4295829,-247949.006087575,-3458.43849825474,-4742.31429723465,-207.904638985958
33.45,-2217947.53658382,2658982.31520548,-247959.400958754,-3458.28696403126,-4742.32827312329,-207.892569394733
33.5,-2218120.44894172,2658745.19599507,-247969.795435584,-3458.24185741391,-4742.48531694313,-207.887119430813
33.55,-2218293.35719689,2658508.07141124,-247980.189529552,-3458.15057852719,-4742.58186651609,-207.880117683378
33.6,-2218466.26028745,2658270.94286584,-247990.583190742,-3458.05869234006,-4742.67590412757,-207.871789886404
33.65,-2218639.15890361,2658033.80944294,-248000.976491855,-3457.84605550624,-4742.6076958237,-207.856741377151
33.7,-2218812.05276638,2657796.67150198,-248011.369398916,-3457.75409042567,-4742.70124632117,-207.85056070119
33.75,-2218984.94251835,2657559.52822492,-248021.761954277,-3457.76899521409,-4742.93952062774,-207.849058075432
33.8,-2219157.82725931,2657322.38077054,-248032.154100003,-3457.56850743215,-4742.88827714481,-207.834893737403
33.85,-2219330.70782249,2657085.2280481,-248042.545904259,-3457.59695706747,-4743.14509679465,-207.833110478572
33.9,-2219503.58299239,2656848.07166699,-248052.937291122,-3457.50446888415,-4743.23678267819,-207.825958005123
33.95,-2219676.45402457,2656610.90997539,-248063.328337579,-3457.27670261092,-4743.1506399107,-207.812221711736
34,-2219849.32038697,2656373.74365755,-248073.71902058,-3457.3180367154,-4743.42313039237,-207.812219404226
34.05,-2220022.18201367,2656136.57280425,-248084.109335108,-3457.2380313915,-4743.53393084176,-207.804925997706
34.1,-2220195.03910476,2655899.39714714,-248094.49929051,-3457.02491182625,-4743.46436466609,-207.790308593624
34.15,-2220367.89094933,2655662.21766058,-248104.88883932,-3456.91720109753,-4743.53829561779,-207.783411713604
34.2,-2220540.73925862,2655425.03202768,-248115.278106623,-3456.94442570732,-4743.79231287998,-207.783759778228
34.25,-2220713.58165658,2655187.84345785,-248125.666946306,-3456.7299484481,-4743.72152855106,-207.769304099055
34.3,-2220886.42031403,2654950.64901132,-248136.055480685,-3456.63590580019,-4743.81272550999,-207.761908452429
34.35,-2221059.25360207,2654713.45087291,-248146.443641215,-3456.54201456608,-4743.90419204912,-207.754367079312
34.4,-2221232.08244802,2654476.2478166,-248156.831475814,-3456.55378297286,-4744.13944388611,-207.755457752542
34.45,-2221404.90627487,2654239.04062178,-248167.218942946,-3456.4719765046,-4744.24713513941,-207.749370049398
34.5,-2221577.72600822,2654001.82798803,-248177.606111038,-3456.37789333909,-4744.33832179352,-207.741828599149
34.55,-2221750.54035453,2653764.61171662,-248187.992936545,-3456.28174906811,-4744.42818045844,-207.734409704919
34.6,-2221923.3502854,2653527.39050553,-248198.379407544,-3456.05419764418,-4744.33824585297,-207.719928132326
34.65,-2222096.15522712,2653290.16509189,-248208.765538153,-3456.09121092788,-4744.60918024093,-207.722368467636
34.7,-2222268.95564283,2653052.93486914,-248219.151356943,-3455.8761906829,-4744.53691200967,-207.70848798514
34.75,-2222441.75110101,2652815.70040806,-248229.536848757,-3455.84114366131,-4744.7067479679,-207.705527449828
34.8,-2222614.54161038,2652578.46168699,-248239.922009661,-3455.68499960033,-4744.71425366166,-207.695325805348
34.85,-2222787.32785942,2652341.2178301,-248250.306869583,-3455.72287525641,-4744.98289937832,-207.696213720172
34.9,-2222960.10857064,2652103.9705243,-248260.691382435,-3455.62648081785,-4745.07210156204,-207.690859035062
34.95,-2223132.88514196,2651866.71785311,-248271.075619461,-3455.47011777483,-4745.08017328448,-207.681445446846
35,-2223305.65651489,2651629.46125553,-248281.459518799,-3455.42024396569,-4745.23072081608,-207.67759844953
35.05,-2223478.42327774,2651392.20001566,-248291.843106728,-3455.20230667252,-4745.15672151546,-207.66372807233
35.1,-2223651.18501704,2651154.93458315,-248302.226368183,-3455.16672229028,-4745.32514350174,-207.661203711406
35.15,-2223823.9419086,2650917.66476595,-248312.609345523,-3455.12859403618,-4745.49312419633,-207.658103306417
35.2,-2223996.69405218,2650680.39041783,-248322.992036722,-3454.96992966435,-4745.4999712213,-207.650270750798
35.25,-2224169.44109017,2650443.11209226,-248333.374423165,-3454.80071321841,-4745.48741400045,-207.640282409735
35.3,-2224342.18373799,2650205.82876447,-248343.756517035,-3454.83624597017,-4745.75391039205,-207.641510092044
35.35,-2224514.92094911,2649968.54180662,-248354.138297932,-3454.73833807489,-4745.83988816424,-207.635514707852
35.4,-2224687.65356435,2649731.25016864,-248364.519798854,-3454.58002656456,-4745.8451906759,-207.625728769328
35.45,-2224860.38122458,2649493.95430447,-248374.901022661,-3454.40887156306,-4745.83083834795,-207.616136004461
35.5,-2225033.10394076,2649256.6541842,-248385.281969222,-3454.32429266949,-4745.93472787535,-207.610738452121
35.55,-2225205.8214784,2649019.35012762,-248395.662628672,-3454.23674778895,-4746.03891626515,-207.607288293367
35.6,-2225378.53473711,2648782.04086787,-248406.043031419,-3454.13877075087,-4746.12484909634,-207.601142103166
35.65,-2225551.24218822,2648544.72854668,-248416.423096061,-3454.03881557286,-4746.20789670238,-207.595875227521
35.7,-2225723.94545612,2648307.41098695,-248426.802974955,-3453.927829375,-4746.27365738106,-207.589939406401
35.75,-2225896.6433105,2648070.08976336,-248437.182528291,-3453.88776715517,-4746.43900660868,-207.587286653818
35.8,-2226069.33640696,2647832.76404073,-248447.561830744,-3453.84773287154,-4746.60371873963,-207.58493663997
35.85,-2226242.0243128,2647595.43444924,-248457.940883905,-3453.62754628708,-4746.52554176416,-207.573405602222
35.9,-2226414.70703198,2647358.10094253,-248468.31964481,-3453.52729122849,-4746.60882409346,-207.568568008375
35.95,-2226587.38524413,2647120.7625409,-248478.698178683,-3453.54741402657,-4746.85420151983,-207.570640413543
36,-2226760.05793813,2646883.42066383,-248489.076426699,-3453.44735159976,-4746.93724764958,-207.565109206222
36.05,-2226932.72602096,2646646.0740995,-248499.454478859,-3453.34521414555,-4747.01827928552,-207.560162536254
36.1,-2227105.38893877,2646408.72360848,-248509.832262819,-3453.11204696757,-4746.92098206971,-207.547337588262
36.15,-2227278.0464888,2646171.36942282,-248520.209779122,-3453.02329454485,-4747.02000993308,-207.542963960178
36.2,-2227450.69896513,2645934.01118273,-248530.58707974,-3452.92109591713,-4747.10080101179,-207.540562211512
36.25,-2227623.34684547,2645696.64821505,-248540.964168897,-3452.93916699714,-4747.3443498522,-207.540285227449
36.3,-2227795.98921774,2645459.2817718,-248551.340962923,-3452.70391231022,-4747.24388827518,-207.529083481374
36.35,-2227968.62687465,2645221.91076324,-248561.71757388,-3452.74828732141,-4747.5236623726,-207.532596235948
36.4,-2228141.25876985,2644984.53663752,-248572.093914004,-3452.5851800162,-4747.52135308053,-207.524729598556
36.45,-2228313.88580891,2644747.1581304,-248582.470058715,-3452.54263809383,-4747.68172092916,-207.523525616231
36.5,-2228486.50791877,2644509.77536585,-248592.845994734,-3452.42541123542,-4747.74133778356,-207.518620757274
36.55,-2228659.12477057,2644272.38877869,-248603.221725794,-3452.20209903382,-4747.65810077059,-207.507445060052
36.6,-2228831.73651979,2644034.99816642,-248613.597234952,-3452.15949404674,-4747.81841708016,-207.506015928013
36.65,-2229004.34278072,2643797.60405513,-248623.972532338,-3451.99398792939,-4747.81507345267,-207.498925667747
36.7,-2229176.94388603,2643560.20596887,-248634.347617327,-3451.95017605808,-4747.9735058753,-207.497873195419
36.75,-2229349.54009884,2643322.80359789,-248644.722511922,-3451.77207962943,-4747.95152849712,-207.491425273546
36.8,-2229522.13073405,2643085.39782674,-248655.097198108,-3451.73999939693,-4748.12758024276,-207.49111358586
36.85,-2229694.71607872,2642847.98829376,-248665.471707426,-3451.57553494636,-4748.12330827566,-207.483482182394
36.9,-2229867.29640429,2642610.574621,-248675.846036614,-3451.59045322432,-4748.36010632685,-207.486785174122
36.95,-2230039.87108412,2642373.15765106,-248686.220182532,-3451.47110117277,-4748.41832250709,-207.481602510437
37,-2230212.44114105,2642135.73600256,-248696.59415132,-3451.37881548371,-4748.51068412863,-207.479018904487
37.05,-2230385.00528891,2641898.31142038,-248706.967921119,-3451.27235982542,-4748.58716801059,-207.475395742505
37.1,-2230557.56443397,2641660.88266472,-248717.341521268,-3451.05889763132,-4748.51882359511,-207.466677603637
37.15,-2230730.11783627,2641423.45074301,-248727.714941304,-3450.99863387771,-4748.65408204356,-207.46651940776
37.2,-2230902.66630387,2641186.0145925,-248738.088202373,-3450.95187033649,-4748.80950762359,-207.465959226632
37.25,-2231075.20936864,2640948.57482912,-248748.461282337,-3450.78487543114,-4748.80188595875,-207.459261510539
37.3,-2231247.74687782,2640711.13165382,-248758.834192718,-3450.61835134257,-4748.79482631179,-207.452211924595
37.35,-2231420.27946367,2640473.68420361,-248769.207002498,-3450.63048555605,-4749.02858333468,-207.455846211698
37.4,-2231592.80584733,2640236.23420778,-248779.57959789,-3450.52130892987,-4749.10032919995,-207.452403048506
37.45,-2231765.32772348,2639998.77937776,-248789.952106682,-3450.41328041903,-4749.17285811788,-207.450028253442
37.5,-2231937.84354615,2639761.32185772,-248800.324419815,-3450.30510547372,-4749.24302082697,-207.446604333167
37.55,-2232110.35427819,2639523.86029909,-248810.696605632,-3450.07694277705,-4749.15454519618,-207.43855010021
37.6,-2232282.85936422,2639286.39544019,-248821.068635825,-3450.01429724167,-4749.28900796227,-207.437624152375
37.65,-2232455.35899794,2639048.92708662,-248831.440527854,-3449.97795109709,-4749.45654794546,-207.439659166826
37.7,-2232627.85312003,2638811.45520818,-248841.812291069,-3449.74810274195,-4749.36628697355,-207.429079106781
37.75,-2232800.34214367,2638573.97929693,-248852.183928395,-3449.75827658934,-4749.59596240196,-207.434107457453
37.8,-2232972.82540432,2638336.50028347,-248862.555436977,-3449.58843819327,-4749.5858234272,-207.427313104594
37.85,-2233145.30328185,2638099.01764061,-248872.926813481,-3449.55199642421,-4749.75408154157,-207.4286957791
37.9,-2233317.77521171,2637861.5321165,-248883.298081201,-3449.32040707127,-4749.65955677306,-207.420752670289
37.95,-2233490.24183201,2637624.04281084,-248893.669222479,-3449.21000442986,-4749.7282744556,-207.417141416106
38,-2233662.70321261,2637386.54971568,-248904.040275141,-3449.20484242113,-4749.94053529868,-207.422990615232
38.05,-2233835.15849632,2637149.05395585,-248914.411187322,-3449.09288032135,-4750.00849118129,-207.420277621292
38.1,-2234007.60889338,2636911.55385458,-248924.782047222,-3448.98263783793,-4750.07631117796,-207.417939436085
38.15,-2234180.05282653,2636674.05160689,-248935.152743081,-3448.86958060693,-4750.14179298905,-207.416105490868
38.2,-2234352.49170693,2636436.54526361,-248945.523400284,-3448.63822130351,-4750.04699768542,-207.407162504752
38.25,-2234524.92469638,2636199.03594739,-248955.893933562,-3448.58405780477,-4750.19374377471,-207.408221407226
38.3,-2234697.35235949,2635961.52293343,-248966.264406514,-3448.53217290355,-4750.34122750237,-207.409528897448
38.35,-2234869.77411432,2635724.0069926,-248976.634771485,-3448.29887215354,-4750.24438848079,-207.400828604328
38.4,-2235042.19039241,2635486.48756754,-248987.00505211,-3448.30487400526,-4750.46906163656,-207.406772494786
38.45,-2235214.60059554,2635248.96539159,-248997.375260815,-3448.17755291564,-4750.51619375639,-207.405005299212
38.5,-2235387.005373,2635011.43967993,-249007.745399706,-3448.07743303401,-4750.59777421016,-207.403635566513
38.55,-2235559.40465255,2634773.91047047,-249018.115473572,-3447.96292529043,-4750.66393577767,-207.403410441102
38.6,-2235731.7980089,2634536.37835325,-249028.485488544,-3447.86203337837,-4750.7444610309,-207.403429195556
38.65,-2235904.18550389,2634298.84322918,-249038.855430562,-3447.61364906551,-4750.62697928313,-207.393304648236
38.7,-2236076.56712585,2634061.30514554,-249049.225333937,-3447.51165618264,-4750.70780395828,-207.394398495901
38.75,-2236248.94362034,2633823.76308385,-249059.595228497,-3447.38252819755,-4750.75241211536,-207.392283272819
38.8,-2236421.31373574,2633586.21873727,-249069.965018336,-3447.26819399746,-4750.81472440503,-207.391343596411
38.85,-2236593.67859355,2633348.67059603,-249080.334818569,-3447.27066995335,-4751.0371454801,-207.397331955452
38.9,-2236766.0369717,2633111.12029812,-249090.704540798,-3447.03416718058,-4750.93584516486,-207.39017276406
38.95,-2236938.3901408,2632873.56610775,-249101.074269174,-3447.03725508138,-4751.1577289664,-207.396500778228
39,-2237110.73695312,2632636.0095862,-249111.443963344,-3446.92165864473,-4751.21822768376,-207.396245561978
39.05,-2237283.0786073,2632398.44914697,-249121.813657574,-3446.80373024688,-4751.27899880831,-207.3952916603
39.1,-2237455.41366482,2632160.88667072,-249132.183292092,-3446.67283468954,-4751.31959387087,-207.394687692582
39.15,-2237627.743018,2631923.32104754,-249142.552935424,-3446.44909539686,-4751.23483774523,-207.388849608212
39.2,-2237800.06651372,2631685.7524259,-249152.92260511,-3446.39120682561,-4751.37425696445,-207.3924830362
39.25,-2237972.38430429,2631448.18059991,-249163.292282143,-3446.33099533837,-4751.5129186574,-207.395746496471
39.3,-2238144.69600852,2631210.60606017,-249173.661947102,-3446.15367167139,-4751.49085181488,-207.392506418964
39.35,-2238317.00163944,2630973.02883891,-249184.031600314,-3445.98732844538,-4751.48620103332,-207.389818780212
39.4,-2238489.30151949,2630735.44844458,-249194.401288322,-3445.98709779414,-4751.7036365155,-207.397791792247
39.45,-2238661.59540407,2630497.86526513,-249204.771017477,-3445.98694520781,-4751.92098447572,-207.40563815409
39.5,-2238833.88331774,2630260.27925378,-249215.140790689,-3445.73507362357,-4751.79698481463,-207.397737332672
39.55,-2239006.16492877,2630022.69086813,-249225.510572254,-3445.55449080696,-4751.77155507062,-207.394647721559
39.6,-2239178.44076619,2629785.09935832,-249235.880416285,-3445.37436665186,-4751.74672252377,-207.39233910297
39.65,-2239350.71018704,2629547.50557481,-249246.25031099,-3445.31106566867,-4751.88050972143,-207.397694128298
39.7,-2239522.97392013,2629309.90855902,-249256.620303667,-3445.25041095433,-4752.01567152744,-207.403023605964
39.75,-2239695.23144152,2629072.30903998,-249266.990360871,-3445.06686403677,-4751.9884095382,-207.400986721011
39.8,-2239867.48266327,2628834.70709146,-249277.360506098,-3444.88586487058,-4751.96066658349,-207.399993423021
39.85,-2240039.72819977,2628597.10190056,-249287.73076033,-3444.88168462845,-4752.17335646948,-207.407874323987
39.9,-2240211.96716389,2628359.4947061,-249298.101099811,-3444.87760887355,-4752.38506565357,-207.417040448654
39.95,-2240384.20004529,2628121.88477901,-249308.471570183,-3444.67963229186,-4752.33763075461,-207.415227742186
40,-2240556.42667818,2627884.272426,-249318.842152861,-3444.39042424814,-4752.16515795733,-207.408635253871
40.05,-2240728.64713994,2627646.65746122,-249329.212850068,-3444.26645017505,-4752.21450600192,-207.410832395992
40.1,-2240900.86113744,2627409.04034477,-249339.583642288,-3444.15431025723,-4752.28177894833,-207.414229725525
40.15,-2241073.0695582,2627171.41979824,-249349.954641847,-3444.13313636824,-4752.47369720291,-207.423893631442
40.2,-2241245.27093959,2626933.79786784,-249360.325754599,-3444.00821570458,-4752.52080752917,-207.425968730695
40.25,-2241417.46640621,2626696.17302517,-249370.69703627,-3443.76238726163,-4752.40897108718,-207.422571375729
40.3,-2241589.65539996,2626458.54599635,-249381.068494295,-3443.69682977115,-4752.5372676188,-207.4290018525
40.35,-2241761.83825433,2626220.91632923,-249391.44010053,-3443.62885809347,-4752.66529260098,-207.43572278791
40.4,-2241934.01438311,2625983.2848253,-249401.811921905,-3443.44057401536,-4752.62866587761,-207.438121800188
40.45,-2242106.18412825,2625745.65101031,-249412.183930095,-3443.25391012585,-4752.59409566089,-207.437239390768
40.5,-2242278.34783996,2625508.01444963,-249422.556136283,-3443.18559450288,-4752.7224981639,-207.444843116842
40.55,-2242450.50501557,2625270.37574971,-249432.928554432,-3442.99853653997,-4752.68520311291,-207.44558800188
40.6,-2242622.6559888,2625032.73454112,-249443.301215159,-3442.98775838947,-4752.89151173691,-207.457555373537
40.65,-2242794.79978447,2624795.09210495,-249453.674064189,-3442.85888107247,-4752.93369231327,-207.461935212912
40.7,-2242966.93758386,2624557.44682448,-249464.047188014,-3442.66817324247,-4752.89719011261,-207.464055650742
40.75,-2243139.06866652,2624319.79965979,-249474.420535945,-3442.47963589602,-4752.85962017446,-207.464728770561
40.8,-2243311.19368909,2624082.14975918,-249484.794127917,-3442.45539357901,-4753.04519880533,-207.47606924418
40.85,-2243483.31178619,2623844.49830342,-249495.167976378,-3442.23204640956,-4752.9624762773,-207.476581710486
40.9,-2243655.42356177,2623606.84447319,-249505.542134132,-3442.21941592333,-4753.16300372288,-207.488861513999
40.95,-2243827.52846099,2623369.18896377,-249515.916540339,-3442.02807888345,-4753.12521550889,-207.49188659239
41,-2243999.62697296,2623131.53111443,-249526.291247658,-3441.82263529271,-4753.06730506632,-207.492583326666
41.05,-2244171.71911912,2622893.87092397,-249536.666261135,-3441.81048286946,-4753.26878868799,-207.504737989679
41.1,-2244343.80429144,2622656.20926524,-249547.041557061,-3441.55840897272,-4753.14615224022,-207.503906475306
41.15,-2244515.88259869,2622418.54592108,-249557.41714481,-3441.48348823475,-4753.26527207152,-207.515429721075
41.2,-2244687.95447181,2622180.88034179,-249567.793107446,-3441.17057070615,-4753.06187434461,-207.51115450995
41.25,-2244860.02009137,2621943.21228236,-249578.169395152,-3441.21574887028,-4753.34132020717,-207.527889525564
41.3,-2245032.07849331,2621705.54294793,-249588.54602606,-3441.14142017633,-4753.45879767725,-207.538069655456
41.35,-2245204.13032203,2621467.87159059,-249598.922990584,-3440.94522578911,-4753.41454469335,-207.541260051223
41.4,-2245376.17492177,2621230.19907477,-249609.300325352,-3440.75073451685,-4753.36893164799,-207.546327436758
41.45,-2245548.21332454,2620992.52392454,-249619.678068506,-3440.71914070598,-4753.54703562662,-207.558547495836
41.5,-2245720.24446355,2620754.84770548,-249630.056153057,-3440.59724793216,-4753.60030073142,-207.566921948806
41.55,-2245892.26939947,2620517.16888327,-249640.434674671,-3440.45953580237,-4753.63476211277,-207.577153147442
41.6,-2246064.28681425,2620279.48923425,-249650.81357371,-3440.33616503314,-4753.68476330216,-207.585036140677
41.65,-2246236.29743092,2620041.80786158,-249661.192899764,-3440.06487238562,-4753.53730439597,-207.586208772502
41.7,-2246408.30122596,2619804.12476146,-249671.572658303,-3439.93988464006,-4753.58650934605,-207.595022533122
41.75,-2246580.29816407,2619566.43997164,-249681.952843512,-3439.90627390908,-4753.76117015126,-207.609859745077
41.8,-2246752.28813226,2619328.75361161,-249692.333505988,-3439.70737502137,-4753.71259213578,-207.615976256151
41.85,-2246924.27089896,2619091.06602095,-249702.714604379,-3439.50835992606,-4753.66140944608,-207.62234454415
41.9,-2247096.24685899,2618853.37671821,-249713.096178284,-3439.48610515909,-4753.85084516394,-207.638059886236
41.95,-2247268.21547825,2618615.68635441,-249723.478199178,-3439.34488231244,-4753.87984223176,-207.647771462279
42,-2247440.17768557,2618377.99366873,-249733.860731808,-3439.20364047797,-4753.90880007743,-207.657500868795
42.05,-2247612.13218543,2618140.30044904,-249744.243709799,-3439.06120195009,-4753.93532205981,-207.668240797455
42.1,-2247784.07981623,2617902.60548927,-249754.627236706,-3438.79921483558,-4753.80151581418,-207.671513335588
42.15,-2247956.01993582,2617664.90972806,-249765.011296182,-3438.71472601981,-4753.90728550499,-207.685630742564
42.2,-2248127.9532887,2617427.21215673,-249775.395917124,-3438.63153907578,-4754.01148912632,-207.699573802338
42.25,-2248299.87919481,2617189.51368221,-249785.78104168,-3438.36771058276,-4753.87455735721,-207.703098893253
42.3,-2248471.79827085,2616951.81348868,-249796.166728837,-3438.32859344743,-4754.04283427225,-207.719846260728
42.35,-2248643.70981829,2616714.11248287,-249806.552963357,-3438.14866945825,-4754.01939969853,-207.730137624809
42.4,-2248815.61391729,2616476.41055858,-249816.939774224,-3438.06122457227,-4754.12018703081,-207.744405637827
42.45,-2248987.51063437,2616238.70765476,-249827.327160026,-3437.79567704259,-4753.98016780415,-207.749149972529
42.5,-2249159.40008894,2616001.00361054,-249837.715137286,-3437.63548550236,-4753.98197420868,-207.761294697328
42.55,-2249331.28242495,2615763.29818688,-249848.103728913,-3437.60630782917,-4754.16302713638,-207.780383845305
42.6,-2249503.15688908,2615525.59246325,-249858.492900203,-3437.45612089537,-4754.18036935469,-207.791692598243
42.65,-2249675.02428066,2615287.88532239,-249868.882737064,-3437.30753515208,-4754.19645569663,-207.805055265028
42.7,-2249846.88375589,2615050.17792466,-249879.273194163,-3437.1561364607,-4754.21424381787,-207.817512702809
42.75,-2250018.73603107,2614812.46931729,-249889.664261821,-3436.88928094101,-4754.06955954914,-207.822119782018
42.8,-2250190.58066542,2614574.76009571,-249900.055940841,-3436.79767581041,-4754.16508530907,-207.839303273199
42.85,-2250362.41790379,2614337.04987021,-249910.448261852,-3436.70419887479,-4754.25860324987,-207.855207201519
42.9,-2250534.24706191,2614099.33958943,-249920.841242043,-3436.43284424666,-4754.1110601029,-207.862450482093
42.95,-2250706.06883406,2613861.62832881,-249931.23489912,-3436.27992120408,-4754.12365302815,-207.875830662962
43,-2250877.88318073,2613623.91617228,-249941.629250147,-3436.1861578321,-4754.21713575099,-207.893187550092
43.05,-2251049.68976002,2613386.20351931,-249952.024265372,-3435.97362832046,-4754.14820708854,-207.902479295401
43.1,-2251221.48869963,2613148.49024378,-249962.419972232,-3435.89011210196,-4754.25474281146,-207.92102698963
43.15,-2251393.27936549,2612910.77715225,-249972.816376647,-3435.78141963498,-4754.32689269278,-207.938405144756
43.2,-2251565.06272026,2612673.06302987,-249983.213528475,-3435.5194933231,-4754.19174980813,-207.945870466863
43.25,-2251736.83799868,2612435.3487978,-249993.611352905,-3435.40856010426,-4754.26359990792,-207.96163635755
43.3,-2251908.60571013,2612197.63383287,-250004.009902942,-3435.31140380021,-4754.35012444551,-207.978988378156
43.35,-2252080.36534618,2611959.91893235,-250014.409105804,-3435.03444881049,-4754.19397305596,-207.986975225611
43.4,-2252252.1172872,2611722.20346193,-250024.809081486,-3434.87563301429,-4754.19888778346,-208.002409576986
43.45,-2252423.86086982,2611484.48830255,-250035.20979041,-3434.71745819645,-4754.20178092745,-208.017226396831
43.5,-2252595.59703797,2611246.77224757,-250045.611261627,-3434.67495528832,-4754.36630098362,-208.038164985607
43.55,-2252767.32467508,2611009.05677127,-250056.013444198,-3434.51509597594,-4754.36866231701,-208.053956176763
43.6,-2252939.04487456,2610771.34039988,-250066.416430677,-3434.35290817908,-4754.36747724152,-208.069147309066
43.65,-2253110.756137,2610533.62518027,-250076.82015012,-3434.19046994567,-4754.36645406859,-208.084731893528
43.7,-2253282.45981329,2610295.90926295,-250087.22469091,-3433.90945448929,-4754.20605101846,-208.093792689254
43.75,-2253454.15518763,2610058.19363116,-250097.630005599,-3433.80614538071,-4754.28494469046,-208.113463887948
43.8,-2253625.8425624,2609820.47787499,-250108.036102086,-3433.7022604547,-4754.36351405864,-208.13121002016
43.85,-2253797.52173554,2609582.7622903,-250118.442979845,-3433.43162342078,-4754.21595196117,-208.140982458909
43.9,-2253969.19207876,2609345.0477054,-250128.85064664,-3433.26512062523,-4754.21059454469,-208.157770191737
43.95,-2254140.85471892,2609107.33261479,-250139.259156462,-3433.15932851608,-4754.28505514029,-208.178251119941
44,-2254312.5089347,2608869.61799753,-250149.668467676,-3433.08528933118,-4754.40301404705,-208.199007467095
44.05,-2254484.15507696,2608631.90338607,-250160.078604169,-3432.8717128767,-4754.33355827137,-208.211940586672
44.1,-2254655.79234274,2608394.18984195,-250170.489519375,-3432.70345076634,-4754.32457548141,-208.22915437623
44.15,-2254827.42128827,2608156.47666767,-250180.901306097,-3432.41515040729,-4754.15233600018,-208.240149463552
44.2,-2254999.0417826,2607918.76399534,-250191.313937939,-3432.30577732613,-4754.22124202191,-208.259830255404
44.25,-2255170.65397416,2607681.05164438,-250201.727398761,-3432.19566575082,-4754.29102603444,-208.279289278356
44.3,-2255342.25761371,2607443.33997599,-250212.141713675,-3431.96592854679,-4754.19732817314,-208.293873886001
44.35,-2255513.85249268,2607205.62928907,-250222.556887016,-3431.73362791046,-4754.10142565937,-208.308482902145
44.4,-2255685.43877314,2606967.9192963,-250232.972934532,-3431.62048164987,-4754.16493002999,-208.329218573992
44.45,-2255857.01650059,2606730.21000041,-250243.389863588,-3431.38824951536,-4754.06920955579,-208.342465774364
44.5,-2256028.58587469,2606492.50112154,-250253.807687109,-3431.33261593087,-4754.21239110495,-208.367528735352
44.55,-2256200.14599914,2606254.79386707,-250264.22637672,-3431.15871350777,-4754.19493697551,-208.385792630778
44.6,-2256371.69772379,2606017.08709677,-250274.645966248,-3430.87651637503,-4754.03068179327,-208.396152324648
44.65,-2256543.24034978,2605779.38178275,-250285.066468099,-3430.80611428752,-4754.1510872722,-208.422122730146
44.7,-2256714.77452887,2605541.67700251,-250295.487924312,-3430.58236731907,-4754.06781907158,-208.437550826243
44.75,-2256886.29951633,2605303.97379726,-250305.910274865,-3430.45084480981,-4754.10794353429,-208.457502490097
44.8,-2257057.81587068,2605066.27142318,-250316.333554619,-3430.15578839306,-4753.92289386577,-208.469918975872
44.85,-2257229.32304621,2604828.57062934,-250326.757785693,-3430.02085223137,-4753.95930831922,-208.492247640693
44.9,-2257400.8212213,2604590.87111598,-250337.182980297,-3429.91307742777,-4754.03006776766,-208.51675602194
44.95,-2257572.31049979,2604353.17283258,-250347.609182581,-3429.67307458686,-4753.92222254138,-208.531639330458
45,-2257743.79083729,2604115.47581358,-250358.036359002,-3429.55110967257,-4753.97364572801,-208.55477912938
45.05,-2257915.26171858,2603877.78072612,-250368.464468692,-3429.36874935976,-4753.94416769975,-208.573747951473
45.1,-2258086.72363283,2603640.08696277,-250378.893556277,-3429.18526087749,-4753.91249368948,-208.593874656653
45.15,-2258258.17641426,2603402.39470718,-250389.323709014,-3428.94131637103,-4753.79842790272,-208.612244153984
45.2,-2258429.62000134,2603164.70409987,-250399.754876994,-3428.69859167855,-4753.68472727145,-208.62903748692
45.25,-2258601.05421815,2602927.01535116,-250410.187085892,-3428.57265248611,-4753.73199392466,-208.652801184713
