Time,x,y,z,vx,vy,vz
142.3,-2449809.03244463,2356269.33117613,-267298.381627478,-698.352837821671,-715.747432514878,-89.0271478843899
142.35,-2449843.9385448,2356233.55569426,-267302.829686138,-697.917342643101,-715.285368209201,-88.8987399817189
142.4,-2449878.82282499,2356197.80294497,-267307.271183931,-697.475778928308,-714.832568003665,-88.7688812191057
142.45,-2449913.68510428,2356162.07331565,-267311.706246946,-697.032777962831,-714.378278458716,-88.6335847625212
142.5,-2449948.5254895,2356126.36643475,-267316.134810871,-696.570495805297,-713.889091276865,-88.5054044014217
142.55,-2449983.3439316,2356090.68263331,-267320.55680737,-696.156544824435,-713.455688488393,-88.3763325262542
142.6,-2450018.14059772,2356055.02167709,-267324.972306931,-695.697748547537,-712.975389439654,-88.2426237006552
142.65,-2450052.9153187,2356019.38342731,-267329.381302413,-695.273875489593,-712.536282044794,-88.1148895818412
142.7,-2450087.66821099,2355983.76785482,-267333.783792682,-694.821356282138,-712.068292328592,-87.981724811537
142.75,-2450122.39904297,2355948.17519981,-267338.179778656,-694.38544993116,-711.612454353712,-87.8505928223203
142.8,-2450157.10790548,2355912.60543907,-267342.569163391,-693.947053671574,-711.156426081991,-87.7222071334248
142.85,-2450191.79494461,2355877.05817641,-267346.952109017,-693.506684878521,-710.703871806861,-87.5925968899804
142.9,-2450226.45988468,2355841.53367525,-267351.328545437,-693.067021407457,-710.250935435197,-87.4632899861448
142.95,-2450261.10306958,2355806.03164558,-267355.698560219,-692.650856418599,-709.823369175916,-87.3359611351215
143,-2450295.72413704,2355770.55242147,-267360.06213249,-692.210554437945,-709.366785207399,-87.2062374646894
143.05,-2450330.32335106,2355735.09573301,-267364.419196518,-691.769443350586,-708.91607624013,-87.0773794947401
143.1,-2450364.90043988,2355699.66162513,-267368.769929219,-691.327326923094,-708.462510221448,-86.9516054761063
143.15,-2450399.4555539,2355664.25002215,-267373.114295405,-690.869546859917,-707.994106105271,-86.8240612226376
143.2,-2450433.98875074,2355628.86080878,-267377.452358387,-690.439645166686,-707.560433160565,-86.6977379079001
143.25,-2450468.49995336,2355593.49397681,-267381.784176955,-690.01149251173,-707.120277985264,-86.5725016300041
143.3,-2450502.98899621,2355558.14970727,-267386.109631097,-689.545703580925,-706.646582029425,-86.4453241113332
143.35,-2450537.45605201,2355522.82772336,-267390.428909638,-689.104796027786,-706.200993268085,-86.3227208606955
143.4,-2450571.9011438,2355487.52805082,-267394.742059862,-688.690559551319,-705.780552762275,-86.2041195711564
143.45,-2450606.32425398,2355452.25055838,-267399.049076952,-688.272380363045,-705.360881007659,-86.0824895349909
143.5,-2450640.72518704,2355416.99544891,-267403.35004507,-687.808640049385,-704.887195935475,-85.9576770824358
143.55,-2450675.10409226,2355381.76260592,-267407.644883757,-687.364117978227,-704.44428126705,-85.837197587964
143.6,-2450709.460967,2355346.55188259,-267411.93378213,-686.900419081222,-703.976468084295,-85.7166770036654
143.65,-2450743.79568442,2355311.3634578,-267416.216727311,-686.464685362968,-703.536297566306,-85.6002261521423
143.7,-2450778.10861923,2355276.19687407,-267420.493795682,-686.045206391749,-703.119099198107,-85.4825604094684
143.75,-2450812.39934679,2355241.05250214,-267424.765066101,-685.578013920392,-702.647893456341,-85.3638565091422
143.8,-2450846.66817039,2355205.93018669,-267429.030466878,-685.163153298747,-702.233703484898,-85.2513238341186
143.85,-2450880.91491748,2355170.82996926,-267433.290127554,-684.725040729088,-701.794221924678,-85.1353890758007
143.9,-2450915.1398074,2355135.75168371,-267437.544066566,-684.266422824431,-701.332234678252,-85.0209431702778
143.95,-2450949.34289322,2355100.69522527,-267441.792384991,-683.850499616563,-700.918636317719,-84.9100316864282
144,-2450983.52409658,2355065.66067762,-267446.035043434,-683.392253185432,-700.458884214665,-84.7948618928461
144.05,-2451017.68346178,2355030.64808846,-267450.272096823,-682.96004981143,-700.020140576344,-84.6848887426006
144.1,-2451051.82107666,2354995.65732731,-267454.503597622,-682.524139937587,-699.584388942498,-84.573832657401
144.15,-2451085.93685995,2354960.68847287,-267458.729602387,-682.088675918004,-699.150156208008,-84.4645785558946
144.2,-2451120.03117802,2354925.74118192,-267462.950168454,-681.680028139614,-698.738971639834,-84.3577852026911
144.25,-2451154.10381318,2354890.81568852,-267467.165278791,-681.234885653359,-698.289004197813,-84.2479928341642
144.3,-2451188.15482937,2354855.91199865,-267471.374956038,-680.791669243839,-697.842340854519,-84.1379024492755
144.35,-2451222.18446342,2354821.02994007,-267475.579218326,-680.385449314781,-697.433473197197,-84.0319426108707
144.4,-2451256.19253953,2354786.16967909,-267479.778117769,-679.958917694329,-697.001065603301,-83.9262536532177
144.45,-2451290.17952093,2354751.33073641,-267483.971725909,-679.533824899987,-696.569998671307,-83.819068698463
144.5,-2451324.14507187,2354716.51353324,-267488.16001902,-679.10877212449,-696.138528426807,-83.7141984504017
144.55,-2451358.08949075,2354681.71782954,-267492.3429818,-678.661645616454,-695.684186047962,-83.6022018683664
144.6,-2451392.01259079,2354646.94354957,-267496.520666422,-678.257334533369,-695.268394981646,-83.5088105641782
144.65,-2451425.91451432,2354612.19091338,-267500.693177106,-677.813130151934,-694.828128449903,-83.3947996923815
144.7,-2451459.79541842,2354577.45947507,-267504.860377108,-677.392293657425,-694.403536994516,-83.2916335142196
144.75,-2451493.65536572,2354542.7493927,-267509.022546898,-676.996759121866,-693.996076352374,-83.1921855049229
144.8,-2451527.49424825,2354508.06070473,-267513.179374496,-676.58824997873,-693.576830073565,-83.0873898761606
144.85,-2451561.31236183,2354473.39339697,-267517.331018545,-676.182729644538,-693.164325977286,-82.9816741852782
144.9,-2451595.10955974,2354438.74749566,-267521.477405033,-675.74590306733,-692.717927648914,-82.87610896182
144.95,-2451628.88611238,2354404.12270103,-267525.618596083,-675.309245926075,-692.268664594997,-82.7711490682262
145,-2451662.64203025,2354369.51920805,-267529.754644569,-674.909175235113,-691.854658973059,-82.6679602432989
145.05,-2451696.37733338,2354334.93695545,-267533.885498212,-674.508618812176,-691.440295411801,-82.5674070472779
145.1,-2451730.0919683,2354300.37596111,-267538.011174818,-674.084297255302,-691.003827098301,-82.4609807431098
145.15,-2451763.78589266,2354265.83625858,-267542.131669129,-673.661722461922,-690.569715858566,-82.3584335528285
145.2,-2451797.45949503,2354231.31744775,-267546.247018564,-673.254031932985,-690.151450101372,-82.2556812996075
145.25,-2451831.11242729,2354196.81985623,-267550.35722378,-672.841213216999,-689.72692837888,-82.1510244658153
145.3,-2451864.74497534,2354162.34323984,-267554.462297587,-672.454608699956,-689.330454609632,-82.0510556965222
145.35,-2451898.35688572,2354127.88787986,-267558.562195236,-672.021921144438,-688.886124959353,-81.9457223155487
145.4,-2451931.94830632,2354093.45356416,-267562.656946825,-671.613824225798,-688.464295752436,-81.8433741768107
145.45,-2451965.519362,2354059.0401525,-267566.746636625,-671.222938477863,-688.06477146121,-81.7431634011152
145.5,-2451999.07004639,2354024.64757546,-267570.831249415,-670.81608913968,-687.649757627792,-81.64082706133
145.55,-2452032.60015771,2353990.27605961,-267574.910744845,-670.407203252716,-687.229426922769,-81.540059011479
145.6,-2452066.10984773,2353955.92546731,-267578.985160415,-669.975161537524,-686.788581426082,-81.4358779694806
145.65,-2452099.59897888,2353921.5958798,-267583.054469869,-669.574971414593,-686.379802110705,-81.3352447534163
145.7,-2452133.06771962,2353887.28706071,-267587.118760777,-669.15813669958,-685.955569143311,-81.234123728324
145.75,-2452166.51614094,2353852.99887374,-267591.178052085,-668.771069733623,-685.563117487828,-81.1369058407287
145.8,-2452199.94395271,2353818.73158715,-267595.232351377,-668.339095111342,-685.12352292999,-81.0359187763064
145.85,-2452233.35137289,2353784.4850465,-267599.281645324,-667.939861849057,-684.718445083778,-80.9349957710155
145.9,-2452266.73814315,2353750.25943794,-267603.325913952,-667.539884412316,-684.314995687936,-80.8375300018713
145.95,-2452300.10459425,2353716.05434442,-267607.365295654,-667.130602492692,-683.903249527008,-80.7394442151289
146,-2452333.45037826,2353681.86997761,-267611.399771762,-666.719417916283,-683.490650149253,-80.6415392127825
146.05,-2452366.77571134,2353647.70623275,-267615.42938625,-666.297465664817,-683.065423580841,-80.5435733654445
146.1,-2452400.0804284,2353613.56319555,-267619.454113241,-665.886254456366,-682.650534049553,-80.4460761547275
146.15,-2452433.36462323,2353579.44078602,-267623.474010567,-665.486179043038,-682.251340430002,-80.3509527647429
146.2,-2452466.62816981,2353545.33898627,-267627.489132153,-665.074848046697,-681.841303075362,-80.2565158649826
146.25,-2452499.87134031,2353511.25750832,-267631.499522109,-664.663766739119,-681.431289168842,-80.1604582583528
146.3,-2452533.09376433,2353477.19668133,-267635.505193708,-664.249495848537,-681.019184686165,-80.0670644281838
146.35,-2452566.29567066,2353443.15630386,-267639.506179716,-663.817246171967,-680.587367869197,-79.9716134126322
146.4,-2452599.47686093,2353409.13651533,-267643.502500213,-663.416347102882,-680.190400184022,-79.8805197209196
146.45,-2452632.63757154,2353375.13701487,-267647.494240073,-663.015831949087,-679.794099339233,-79.789690614043
146.5,-2452665.77764545,2353341.15790557,-267651.481439487,-662.594745320703,-679.376517544863,-79.6991607700081
146.55,-2452698.89717293,2353307.19915582,-267655.464136441,-662.173880904959,-678.959995617395,-79.6081917864379
146.6,-2452731.9962274,2353273.26062891,-267659.44237737,-661.76138623273,-678.553131127454,-79.5179170881715
146.65,-2452765.07459504,2353239.34258577,-267663.416135718,-661.3738191137,-678.169581922881,-79.4327073343205
146.7,-2452798.13243889,2353205.44478385,-267667.385531736,-660.949228661826,-677.750889576231,-79.344803295195
146.75,-2452831.16973109,2353171.56718742,-267671.350609352,-660.530269545611,-677.339887826461,-79.2583750579075
146.8,-2452864.1866436,2353137.70965044,-267675.311408117,-660.139668688345,-676.956196926611,-79.1737727073099
146.85,-2452897.18294831,2353103.87243834,-267679.267926616,-659.731083879316,-676.552333464304,-79.090089396699
146.9,-2452930.15888274,2353070.05531862,-267683.220235294,-659.322747431238,-676.149084518141,-79.004988080432
146.95,-2452963.11427588,2353036.2584537,-267687.168348937,-658.914556010944,-675.74734488058,-78.921385242317
147,-2452996.04939446,2353002.48152121,-267691.112388072,-658.484697003159,-675.32413858611,-78.8382439683095
147.05,-2453028.96417376,2352968.72460542,-267695.052359093,-658.091453761028,-674.935190116517,-78.7583986019385
147.1,-2453061.85867321,2352934.98769375,-267698.988251371,-657.695864576541,-674.545183946834,-78.6795030769765
147.15,-2453094.73283109,2352901.27086767,-267702.92013289,-657.276098664118,-674.131666430344,-78.5973920008297
147.2,-2453127.58675726,2352867.57403409,-267706.84802954,-656.864739601648,-673.724002290044,-78.5162491600351
147.25,-2453160.42064694,2352833.89700511,-267710.771979157,-656.47339037729,-673.338870785659,-78.43992607043
147.3,-2453193.2343854,2352800.23985184,-267714.692072157,-656.083526835489,-672.952965247347,-78.3650581690157
147.35,-2453226.02813693,2352766.60248608,-267718.608345464,-655.689803170298,-672.564361676484,-78.2882246439261
147.4,-2453258.80166156,2352732.98520867,-267722.520727241,-655.279329136826,-672.157066039596,-78.2097572007753
147.45,-2453291.55531785,2352699.38764222,-267726.429306098,-654.860888509779,-671.738118261826,-78.1337303861814
147.5,-2453324.28899228,2352665.80985423,-267730.334120012,-654.462290890443,-671.346674090153,-78.058425432028
147.55,-2453357.00296153,2352632.25160355,-267734.235241147,-654.087684362239,-670.975914422251,-77.985383025264
147.6,-2453389.69699895,2352598.71321644,-267738.132626335,-653.669742449156,-670.555904197608,-77.9088736575012
147.65,-2453422.3713225,2352565.19450972,-267742.026290731,-653.29702026008,-670.184788392428,-77.8376076908624
147.7,-2453455.02584411,2352531.69556335,-267745.916275452,-652.902274180768,-669.793169300716,-77.7631265764838
147.75,-2453487.66075696,2352498.21613472,-267749.802619884,-652.489937038966,-669.382561742934,-77.6887783455575
147.8,-2453520.27607585,2352464.75622806,-267753.685362489,-652.119043792814,-669.010682930466,-77.6192901248771
147.85,-2453552.87183153,2352431.31587701,-267757.564495884,-651.707474530859,-668.599831396589,-77.5450931555124
147.9,-2453585.44791831,2352397.89518105,-267761.439981075,-651.316401576341,-668.207864036028,-77.472761667845
147.95,-2453618.00457658,2352364.49395941,-267765.311881131,-650.926165296563,-667.818129353824,-77.4023551080165
148,-2453650.54179227,2352331.11216561,-267769.180213755,-650.565793981961,-667.458225254234,-77.3343246969725
148.05,-2453683.05950137,2352297.74987283,-267773.045024067,-650.169240904977,-667.06143821993,-77.260931665346
148.1,-2453715.55781491,2352264.40696149,-267776.906255386,-649.768752739891,-666.661837111242,-77.1878857334173
148.15,-2453748.03666095,2352231.08357449,-267780.763905426,-649.371174931028,-666.261437600968,-77.1176484957626
148.2,-2453780.49625528,2352197.77946718,-267784.618068238,-649.003551886422,-665.892545245432,-77.048626234745
148.25,-2453812.93642908,2352164.49480928,-267788.468702292,-648.619061916125,-665.510515018237,-76.9793602341711
148.3,-2453845.35740869,2352131.22924522,-267792.315853158,-648.23223413459,-665.127010414086,-76.907968577154
148.35,-2453877.7589446,2352097.98309333,-267796.159469903,-647.846072917706,-664.738753503574,-76.8388384211799
148.4,-2453910.1411513,2352064.75628009,-267799.999592401,-647.4385222109,-664.329737211385,-76.7668213104033
148.45,-2453942.50405387,2352031.54872282,-267803.83621616,-647.062635065547,-663.956643057701,-76.6958440688987
148.5,-2453974.84768729,2351998.36032653,-267807.669345685,-646.68668231478,-663.585107780747,-76.6284526618109
148.55,-2454007.1720054,2351965.19111322,-267811.499003443,-646.280711348747,-663.180000105533,-76.5581460001629
148.6,-2454039.47714999,2351932.04092985,-267815.325206484,-645.916826293789,-662.819505067666,-76.4904980634148
148.65,-2454071.76283116,2351898.9100593,-267819.147928814,-645.529902254709,-662.435266389024,-76.4192081473871
148.7,-2454104.0292593,2351865.79826884,-267822.967155446,-645.164492293957,-662.076380429158,-76.3521743434951
148.75,-2454136.27631803,2351832.70561124,-267826.782928342,-644.758359955473,-661.671363017472,-76.2829617532948
148.8,-2454168.50408906,2351799.63189787,-267830.595291522,-644.350333690182,-661.27026947343,-76.2117261264947
148.85,-2454200.71255899,2351766.57718277,-267834.404219993,-643.970422320331,-660.899381655427,-76.1438011524723
148.9,-2454232.90155481,2351733.54157806,-267838.209711625,-643.574254618923,-660.508547485394,-76.074079128283
148.95,-2454265.07134053,2351700.52485818,-267842.011793949,-643.210216145989,-660.150861556483,-76.0088874896285
149,-2454297.22165183,2351667.52720605,-267845.810459949,-642.799654081986,-659.751699168935,-75.9391816959636
149.05,-2454329.35267964,2351634.5482548,-267849.605747634,-642.423348207081,-659.386556059056,-75.870999429222
149.1,-2454361.46418291,2351601.5882955,-267853.397673188,-642.026098029857,-659.00019300572,-75.8028988067641
149.15,-2454393.5563906,2351568.64709419,-267857.186240655,-641.659975890729,-658.644860202493,-75.7393048494882
149.2,-2454425.6290131,2351535.72490733,-267860.97145549,-641.247462849834,-658.245633039732,-75.6696848727622
149.25,-2454457.68223811,2351502.8214827,-267864.753340782,-640.859273401218,-657.871035455838,-75.6038569464503
149.3,-2454489.71608071,2351469.93673785,-267868.53197896,-640.479522267246,-657.505179964631,-75.5400275801815
149.35,-2454521.73045402,2351437.07068737,-267872.307341654,-640.080195742877,-657.119464730463,-75.4744679466722
149.4,-2454553.72539467,2351404.22336384,-267876.079464782,-639.711772928307,-656.767835119341,-75.4109096325597
149.45,-2454585.70084432,2351371.39472652,-267879.848329726,-639.30036222897,-656.371640414809,-75.3450341888473
149.5,-2454617.65677944,2351338.58486373,-267883.614001187,-638.922330134236,-656.009632732203,-75.2820368434222
149.55,-2454649.59326939,2351305.79356177,-267887.376507738,-638.522039399778,-655.626636600696,-75.2171244410554
149.6,-2454681.51042379,2351273.02064726,-267891.135886636,-638.155511793596,-655.280748801952,-75.1571463142544
149.65,-2454713.40799783,2351240.266454,-267894.89215761,-637.744579096504,-654.888050536154,-75.0939684245172
149.7,-2454745.28627322,2351207.53064162,-267898.645383269,-637.376021906756,-654.533993635079,-75.0349772850989
149.75,-2454777.14496722,2351174.8135006,-267902.395520138,-636.989259098725,-654.167813163871,-74.9734268453112
149.8,-2454808.98431932,2351142.11472733,-267906.142682722,-636.577949421473,-653.778807097307,-74.9115716655158
149.85,-2454840.80433454,2351109.43427745,-267909.886862851,-636.214304642441,-653.433153097782,-74.8551942598809
149.9,-2454872.6048986,2351076.77229764,-267913.628108484,-635.813863744319,-653.051830914564,-74.7964939818743
149.95,-2454904.38611102,2351044.12871883,-267917.366445504,-635.41818747499,-652.675234851968,-74.7364633144823
150,-2454936.1481082,2351011.50338632,-267921.101919548,-635.053169977148,-652.33031872434,-74.6811372557287
150.05,-2454967.8906864,2350978.89647622,-267924.834542455,-634.66865952303,-651.966875389962,-74.6256684783906
150.1,-2454999.61417476,2350946.30759865,-267928.56442189,-634.285390266962,-651.602257048112,-74.571136406993
150.15,-2455031.31830014,2350913.73710196,-267932.291515539,-633.889427436687,-651.227248866815,-74.5144512653242
150.2,-2455063.00330319,2350881.1847468,-267936.015892856,-633.493950685062,-650.852051949065,-74.45845531958
150.25,-2455094.66910438,2350848.65064413,-267939.737575419,-633.123530275841,-650.496687262071,-74.4073716699981
150.3,-2455126.31589226,2350816.13463241,-267943.456627507,-632.753501747149,-650.148132798401,-74.356073319787
150.35,-2455157.94357156,2350783.63671232,-267947.173074647,-632.361501019966,-649.775542493222,-74.3027197906326
150.4,-2455189.55218003,2350751.15688147,-267950.886936246,-631.973137263083,-649.406969024838,-74.2507343923528
150.45,-2455221.14195171,2350718.69487998,-267954.598212395,-631.592247395532,-649.04736702186,-74.2012553343886
150.5,-2455252.71242504,2350686.25109792,-267958.307026163,-631.213784189483,-648.683559839974,-74.1513264016509
150.55,-2455284.26420727,2350653.82512329,-267962.013287032,-630.850152959347,-648.347651815235,-74.0985101419768
150.6,-2455315.79688553,2350621.41703266,-267965.717059935,-630.452163838342,-647.968994474433,-74.0537203500686
150.65,-2455347.31075876,2350589.02671652,-267969.418459343,-630.096020617207,-647.63576849803,-74.0051677714417
150.7,-2455378.80575587,2350556.65432765,-267973.11740326,-629.719321378794,-647.279806998885,-73.9568239379462
150.75,-2455410.28191683,2350524.29962283,-267976.814008957,-629.344931428023,-646.918371766569,-73.9096860225945
150.8,-2455441.7392469,2350491.96291856,-267980.508186945,-628.969127503251,-646.566267294717,-73.858725771023
150.85,-2455473.17787633,2350459.64376022,-267984.199976122,-628.571212691446,-646.19146577745,-73.8144795752974
150.9,-2455504.5977143,2350427.34236802,-267987.889497328,-628.207219691785,-645.849244079114,-73.7666609359578
150.95,-2455535.99901151,2350395.05857137,-267991.576672228,-627.844587394521,-645.511400310535,-73.7196933202713
151,-2455567.38153589,2350362.79237135,-267995.26148028,-627.47178925318,-645.156034880013,-73.6700717258768
151.05,-2455598.74547734,2350330.54397639,-267998.943968723,-627.078392585474,-644.779813083204,-73.6260183488117
151.1,-2455630.09085482,2350298.31296916,-268002.624094502,-626.719682994678,-644.442583240728,-73.580380761273
151.15,-2455661.41758825,2350266.09938195,-268006.301939428,-626.336062117279,-644.083712103539,-73.529527387046
151.2,-2455692.72581819,2350233.90330088,-268009.977468026,-625.991814376825,-643.754566953163,-73.4923325591882
151.25,-2455724.01536257,2350201.72471283,-268013.65070395,-625.610486046377,-643.407199722495,-73.4408091937053
151.3,-2455755.28636123,2350169.56371738,-268017.321628419,-625.233064831665,-643.04341868644,-73.3948022345846
151.35,-2455786.53882036,2350137.42011242,-268020.990170741,-624.855460616336,-642.68804717133,-73.3532312467593
151.4,-2455817.77283676,2350105.29373535,-268024.656534095,-624.497982941249,-642.359952668588,-73.3030646142887
151.45,-2455848.98824328,2350073.18482951,-268028.320498494,-624.135694755986,-642.014259287577,-73.2570106427733
151.5,-2455880.18526464,2350041.09311342,-268031.982177999,-623.760347659602,-641.663730514645,-73.2107705532003
151.55,-2455911.36357236,2350009.01903664,-268035.641572649,-623.382155399966,-641.309867140249,-73.1648594630186
151.6,-2455942.52334799,2349976.96222126,-268039.298579789,-622.99592413079,-640.948716207781,-73.119483735986
151.65,-2455973.66453535,2349944.92268249,-268042.953326118,-622.638088919727,-640.619038900989,-73.0721710231026
151.7,-2456004.78724265,2349912.90037053,-268046.605719846,-622.258809969489,-640.263528594513,-73.0261233576713
151.75,-2456035.89124452,2349880.89530931,-268050.255855647,-621.897885578547,-639.924133222972,-72.981244225477
151.8,-2456066.97680175,2349848.90755676,-268053.903580305,-621.517549605143,-639.570541578049,-72.9291786301272
151.85,-2456098.04362915,2349816.93704198,-268057.548944532,-621.139285196943,-639.22492028607,-72.8872931769219
151.9,-2456129.09186532,2349784.98369302,-268061.192019567,-620.788193618934,-638.904973348529,-72.838101958942
151.95,-2456160.12159908,2349753.04743646,-268064.832697835,-620.406420857808,-638.552263351949,-72.791543383751
152,-2456191.13251494,2349721.12833437,-268068.471037456,-620.022399723745,-638.193464264714,-72.7430428657463
152.05,-2456222.12502048,2349689.22634099,-268072.106945728,-619.671480605002,-637.875338033723,-72.6936683583332
152.1,-2456253.09866791,2349657.34152759,-268075.740383027,-619.296353172865,-637.533500659964,-72.6508203333113
152.15,-2456284.05376155,2349625.47365077,-268079.371457072,-618.922139066881,-637.195445128331,-72.5957661120913
152.2,-2456314.99022691,2349593.62282254,-268083.00006082,-618.551234970281,-636.856928915824,-72.549941980105
152.25,-2456345.90792706,2349561.7888961,-268086.626278877,-618.154723472903,-636.488705406087,-72.4997086805823
152.3,-2456376.80705491,2349529.97205217,-268090.250002271,-617.794504625731,-636.165043993804,-72.4473924810916
152.35,-2456407.68747591,2349498.17208978,-268093.871233327,-617.427878579314,-635.836761368086,-72.4049631522871
152.4,-2456438.54909828,2349466.38912879,-268097.490029377,-617.03436516249,-635.480446706339,-72.3483387375936
152.45,-2456469.39222539,2349434.62291538,-268101.106330898,-616.658142490961,-635.143494122695,-72.3012393394416
152.5,-2456500.21657263,2349402.87339979,-268104.72019224,-616.309447128927,-634.823587571106,-72.2548542298837
152.55,-2456531.02234039,2349371.14087202,-268108.331539726,-615.95582064593,-634.510733778128,-72.202999045755
152.6,-2456561.80941834,2349339.42531355,-268111.940430185,-615.563569262212,-634.153077886588,-72.1530466663721
152.65,-2456592.57788383,2349307.72653874,-268115.546842738,-615.171270017972,-633.79508583194,-72.1016412087266
152.7,-2456623.32783963,2349276.04448385,-268119.150799549,-614.800639798894,-633.460961562933,-72.0525651803076
152.75,-2456654.0591897,2349244.37921356,-268122.752273785,-614.430109650682,-633.126721208739,-72.003168230906
152.8,-2456684.77208554,2349212.73059369,-268126.351257766,-614.077273573753,-632.811200867221,-71.954408436121
152.85,-2456715.46631735,2349181.09887629,-268129.947739529,-613.686093012815,-632.455107353327,-71.9026608440648
152.9,-2456746.14208828,2349149.48376797,-268133.541745759,-613.339026701561,-632.143595175916,-71.856905667711
152.95,-2456776.79932877,2349117.88534333,-268137.133309655,-612.952523603263,-631.792798429119,-71.8064696122685
153,-2456807.43819885,2349086.30345869,-268140.722417778,-612.582153798029,-631.45910760786,-71.7567706284667
153.05,-2456838.05865931,2349054.73821256,-268144.309070229,-612.233294549746,-631.148790071759,-71.7083865734859
153.1,-2456868.6606372,2349023.18967912,-268147.89327062,-611.841317535174,-630.789929496727,-71.6581081602888
153.15,-2456899.24430087,2348991.65770904,-268151.475049606,-611.48882045947,-630.47254783536,-71.6121743385716
153.2,-2456929.80971728,2348960.14217345,-268155.05445066,-611.113400746268,-630.133035749421,-71.5631966805034
153.25,-2456960.35689982,2348928.64308112,-268158.631481366,-610.768705822712,-629.823713998538,-71.516706685229
153.3,-2456990.88585089,2348897.16053084,-268162.206134929,-610.385257735888,-629.471613672315,-71.4682507690192
153.35,-2457021.39658917,2348865.6945372,-268165.778407635,-610.030794843282,-629.153627252436,-71.4229277175437
153.4,-2457051.88912996,2348834.24504343,-268169.348334241,-609.660016873634,-628.815913514304,-71.3742289189473
153.45,-2457082.36382006,2348802.81170942,-268172.91599329,-609.319574697731,-628.510276586288,-71.3313730276225
153.5,-2457112.82048147,2348771.39478093,-268176.481368804,-608.983106345932,-628.204111846266,-71.2884653320054
153.55,-2457143.25916709,2348739.99421294,-268180.044472316,-608.602690773777,-627.856391692801,-71.2386077338296
153.6,-2457173.67970606,2348708.60996234,-268183.605250233,-608.237293287348,-627.530162402238,-71.1940243233262
153.65,-2457204.08239553,2348677.24200658,-268187.16377116,-607.862330662182,-627.185880754148,-71.1440233349168
153.7,-2457234.46734663,2348645.8902038,-268190.720143392,-607.528392315413,-626.884071185977,-71.1046086551985
153.75,-2457264.83459179,2348614.55458949,-268194.274351801,-607.155156817521,-626.539326534338,-71.0606062595519
153.8,-2457295.18404522,2348583.23523718,-268197.826365837,-606.799904426117,-626.212841905101,-71.0169340219238
153.85,-2457325.51594788,2348551.93195699,-268201.376220307,-606.46909588687,-625.910484454529,-70.9764597816498
153.9,-2457355.83005395,2348520.6450431,-268204.923948255,-606.116357599068,-625.586771596563,-70.9350978849213
153.95,-2457386.12676575,2348489.37401526,-268208.469520757,-605.764135593081,-625.264542963709,-70.891912106808
154,-2457416.40584301,2348458.11912573,-268212.013002548,-605.416049196977,-624.947544151514,-70.8492449886018
154.05,-2457446.66749035,2348426.88019571,-268215.554395698,-605.045221202772,-624.604049544736,-70.8054484666312
154.1,-2457476.91162397,2348395.65739428,-268219.093725226,-604.697477620153,-624.284890077539,-70.7654246953688
154.15,-2457507.13829529,2348364.45064972,-268222.630957148,-604.366298228309,-623.983205529332,-70.7245237709706
154.2,-2457537.34757993,2348333.25978852,-268226.166156265,-604.001545509381,-623.647509189461,-70.6820398537042
154.25,-2457567.53944418,2348302.08487176,-268229.699283233,-603.655415401238,-623.329798318101,-70.6412368853045
154.3,-2457597.71406391,2348270.9256934,-268233.230388372,-603.316662000907,-623.021948530316,-70.6018289233417
154.35,-2457627.87117872,2348239.78261009,-268236.759438139,-602.956939996477,-622.691348971685,-70.5587739384313
154.4,-2457658.01105156,2348208.65535985,-268240.286402558,-602.630898969932,-622.394830919903,-70.5197346971437
154.45,-2457688.13352264,2348177.5439792,-268243.811343549,-602.264078234562,-622.056620936763,-70.4772950554808
154.5,-2457718.23879985,2348146.44828073,-268247.334270364,-601.94010348497,-621.76271483354,-70.4389451624499
154.55,-2457748.32664461,2348115.36847724,-268250.855163314,-601.591708803079,-621.447794447893,-70.3982965887113
154.6,-2457778.39731963,2348084.30428576,-268254.374005568,-601.244335024076,-621.130493281246,-70.3569826135103
154.65,-2457808.45048193,2348053.25610844,-268257.890761053,-600.899748802778,-620.815438888702,-70.3161504562104
154.7,-2457838.48642983,2348022.22354427,-268261.405473275,-600.533590785016,-620.480837195407,-70.2733941368196
154.75,-2457868.50506234,2347991.20661782,-268264.918116426,-600.197036282797,-620.180962498041,-70.2314440874562
154.8,-2457898.50636559,2347960.20537949,-268268.428703131,-599.839314294522,-619.853880888664,-70.1895322675178
154.85,-2457928.49044357,2347929.21970938,-268271.937208081,-599.514890912118,-619.563549041745,-70.1498338526249
154.9,-2457958.45700104,2347898.24988541,-268275.443583214,-599.147071929721,-619.22815437409,-70.104470889449
154.95,-2457988.40628683,2347867.29558891,-268278.947841029,-598.809615496168,-618.928593789783,-70.0629565397182
155,-2458018.33822134,2347836.35683173,-268282.449967408,-598.450027824636,-618.604472642802,-70.0204307789778
155.05,-2458048.25279912,2347805.4335958,-268285.949982844,-598.104917163191,-618.297204908329,-69.9777980117264
155.1,-2458078.14995844,2347774.52591311,-268289.447818901,-597.775759345612,-618.005792136929,-69.9362403935771
155.15,-2458108.02962164,2347743.63388463,-268292.943448768,-597.417728510789,-617.682734416778,-69.8897307976583
155.2,-2458137.89185068,2347712.75736493,-268296.436888234,-597.059435071728,-617.363413123891,-69.845254418192
155.25,-2458167.7367208,2347681.89620023,-268299.928134206,-596.730867306451,-617.076717919456,-69.8044606900607
